i,t,m,j,Expenditure
4100903605009,2015-16,Oromia,Coffee,10
4100903605009,2015-16,Oromia,Milk,12
4100903605009,2015-16,Oromia,Oils,20
4100903605009,2015-16,Oromia,Onion,5
4100903605009,2015-16,Oromia,Pasta/Macaroni,40
4100903605009,2015-16,Oromia,Potato,4
4100903605009,2015-16,Oromia,Salt,3
4100903605009,2015-16,Oromia,Soda,15
4100903605009,2015-16,Oromia,Sugar,10
4100903605009,2015-16,Oromia,Tomato,4
4100903605024,2015-16,Oromia,Berbere,10
4100903605024,2015-16,Oromia,Haricot Beans,10
4100903605024,2015-16,Oromia,Kariya,5
4100903605024,2015-16,Oromia,Oils,10
4100903605024,2015-16,Oromia,Onion,10
4100903605024,2015-16,Oromia,Other pulse or nut,10
4100903605024,2015-16,Oromia,Pasta/Macaroni,40
4100903605024,2015-16,Oromia,Salt,12
4100903605024,2015-16,Oromia,Sugar,10
4100903605024,2015-16,Oromia,Tomato,15
4100903605039,2015-16,Oromia,Berbere,5
4100903605039,2015-16,Oromia,Coffee,1
4100903605039,2015-16,Oromia,Horsebeans,7
4100903605039,2015-16,Oromia,Oils,27
4100903605039,2015-16,Oromia,Onion,5
4100903605039,2015-16,Oromia,Salt,1
4100903605039,2015-16,Oromia,Sugar,10
4100903605042,2015-16,Oromia,Berbere,6
4100903605042,2015-16,Oromia,Coffee,10
4100903605042,2015-16,Oromia,Haricot Beans,10
4100903605042,2015-16,Oromia,Oils,3
4100903605042,2015-16,Oromia,Onion,4
4100903605042,2015-16,Oromia,Salt,3
4100903605042,2015-16,Oromia,Sugar,3
4100903605055,2015-16,Oromia,Berbere,10
4100903605055,2015-16,Oromia,Coffee,14
4100903605055,2015-16,Oromia,Haricot Beans,4
4100903605055,2015-16,Oromia,Horsebeans,7
4100903605055,2015-16,Oromia,Kariya,2
4100903605055,2015-16,Oromia,Linseed,10
4100903605055,2015-16,Oromia,Oils,10
4100903605055,2015-16,Oromia,Onion,5
4100903605055,2015-16,Oromia,Pasta/Macaroni,20
4100903605055,2015-16,Oromia,Salt,3
4100903605055,2015-16,Oromia,Sugar,10
4100903605055,2015-16,Oromia,Tomato,2
4100903605070,2015-16,Oromia,Berbere,5
4100903605070,2015-16,Oromia,Kariya,5
4100903605070,2015-16,Oromia,Oils,5
4100903605070,2015-16,Oromia,Onion,5
4100903605070,2015-16,Oromia,Salt,3
4100903605070,2015-16,Oromia,Sugar,5
4100903605070,2015-16,Oromia,Tomato,2
4100903605085,2015-16,Oromia,Kariya,4
4100903605085,2015-16,Oromia,Milk,12
4100903605085,2015-16,Oromia,Oils,20
4100903605085,2015-16,Oromia,Onion,4
4100903605085,2015-16,Oromia,Salt,3
4100903605085,2015-16,Oromia,Sugar,20
4100903605085,2015-16,Oromia,Tomato,6
4100903605100,2015-16,Oromia,Berbere,10
4100903605100,2015-16,Oromia,Oils,10
4100903605100,2015-16,Oromia,Onion,5
4100903605100,2015-16,Oromia,Pasta/Macaroni,20
4100903605100,2015-16,Oromia,Salt,2
4100903605100,2015-16,Oromia,Sugar,5
4100903605100,2015-16,Oromia,Tomato,4
4100903605115,2015-16,Oromia,Berbere,5
4100903605115,2015-16,Oromia,Haricot Beans,16
4100903605115,2015-16,Oromia,Maize,100
4100903605115,2015-16,Oromia,Oils,20
4100903605115,2015-16,Oromia,Onion,5
4100903605115,2015-16,Oromia,Salt,3
4100903605115,2015-16,Oromia,Sorghum,10
4100903605115,2015-16,Oromia,Sugar,5
4100903605130,2015-16,Oromia,Berbere,10
4100903605130,2015-16,Oromia,Haricot Beans,10
4100903605130,2015-16,Oromia,Oils,7
4100903605130,2015-16,Oromia,Onion,10
4100903605130,2015-16,Oromia,Salt,3
4100903605145,2015-16,Oromia,Berbere,6
4100903605145,2015-16,Oromia,Kariya,6
4100903605145,2015-16,Oromia,Leafy Greens,10
4100903605145,2015-16,Oromia,Milk,16
4100903605145,2015-16,Oromia,Oils,10
4100903605145,2015-16,Oromia,Onion,5
4100903605145,2015-16,Oromia,Other pulse or nut,15
4100903605145,2015-16,Oromia,Salt,2
4100903605145,2015-16,Oromia,Sorghum,15
4100903605145,2015-16,Oromia,Sugar,5
4100903605145,2015-16,Oromia,Tomato,14
4101302203002,2015-16,Oromia,Chat/Kat,35
4101302203002,2015-16,Oromia,Kariya,4
4101302203002,2015-16,Oromia,Maize,150
4101302203002,2015-16,Oromia,Onion,15
4101302203002,2015-16,Oromia,Salt,1.5
4101302203002,2015-16,Oromia,Sorghum,150
4101302203002,2015-16,Oromia,Sugar,12
4101302203002,2015-16,Oromia,Tomato,15
4101302203022,2015-16,Oromia,Chat/Kat,35
4101302203022,2015-16,Oromia,Coffee,12
4101302203022,2015-16,Oromia,Kariya,5
4101302203022,2015-16,Oromia,Maize,50
4101302203022,2015-16,Oromia,Onion,10
4101302203022,2015-16,Oromia,Salt,1.5
4101302203022,2015-16,Oromia,Sorghum,50
4101302203022,2015-16,Oromia,Sugar,12
4101302203022,2015-16,Oromia,Tomato,5
4101302203042,2015-16,Oromia,Banana,10
4101302203042,2015-16,Oromia,Berbere,50
4101302203042,2015-16,Oromia,Coffee,12
4101302203042,2015-16,Oromia,Kariya,4
4101302203042,2015-16,Oromia,Leafy Greens,4
4101302203042,2015-16,Oromia,Maize,16
4101302203042,2015-16,Oromia,Milk,17.5
4101302203042,2015-16,Oromia,Oils,20
4101302203042,2015-16,Oromia,Onion,15
4101302203042,2015-16,Oromia,Orange,12
4101302203042,2015-16,Oromia,Pasta/Macaroni,30
4101302203042,2015-16,Oromia,Salt,1.5
4101302203042,2015-16,Oromia,Sorghum,16
4101302203042,2015-16,Oromia,Sugar,12
