i,t,m,age,sex,HH_size
91063,2015,USA,71,Male,6
91064,2015,USA,58,Female,2
91065,2015,USA,52,Female,5
91066,2015,USA,45,Male,4
91067,2015,USA,17,Female,5
91068,2015,USA,5,Male,4
91069,2015,USA,58,Female,2
91070,2015,USA,5.40E-79,Female,4
91071,2015,USA,16,Male,4
91072,2015,USA,5.40E-79,Male,5
91073,2015,USA,13,Male,4
91074,2015,USA,24,Female,2
91075,2015,USA,51,Male,2
91076,2015,USA,61,Male,4
91077,2015,USA,66,Female,1
91078,2015,USA,36,Female,5
91079,2015,USA,11,Female,6
91080,2015,USA,29,Female,1
91081,2015,USA,2,Male,4
91082,2015,USA,45,Female,5
91083,2015,USA,5,Female,4
91084,2015,USA,18,Male,4
91085,2015,USA,15,Female,3
91086,2015,USA,13,Male,4
91087,2015,USA,77,Male,2
91088,2015,USA,11,Female,6
91089,2015,USA,13,Male,5
91090,2015,USA,15,Male,3
91091,2015,USA,22,Female,4
91092,2015,USA,13,Female,5
91093,2015,USA,8,Male,4
91094,2015,USA,71,Female,2
91095,2015,USA,21,Male,4
91096,2015,USA,6,Male,4
91097,2015,USA,13,Female,7
91098,2015,USA,37,Male,4
91099,2015,USA,63,Male,2
91100,2015,USA,54,Male,3
91101,2015,USA,25,Female,3
91102,2015,USA,51,Female,3
91103,2015,USA,48,Male,4
91104,2015,USA,32,Male,4
91105,2015,USA,12,Male,7
91106,2015,USA,26,Female,2
91107,2015,USA,2,Male,4
91108,2015,USA,49,Female,2
91109,2015,USA,64,Female,5
91110,2015,USA,24,Male,4
91111,2015,USA,46,Female,5
91112,2015,USA,39,Female,4
91113,2015,USA,31,Female,7
91114,2015,USA,61,Male,2
91115,2015,USA,34,Male,3
91116,2015,USA,10,Female,4
91117,2015,USA,11,Female,2
91118,2015,USA,10,Male,5
91119,2015,USA,26,Female,4
91120,2015,USA,15,Male,3
91121,2015,USA,5.40E-79,Female,3
91122,2015,USA,14,Female,3
91123,2015,USA,56,Male,3
91124,2015,USA,12,Female,7
91125,2015,USA,5.40E-79,Female,7
91126,2015,USA,44,Female,4
91127,2015,USA,61,Female,2
91128,2015,USA,54,Female,6
91129,2015,USA,1,Female,5
91130,2015,USA,60,Male,2
91131,2015,USA,41,Male,4
91132,2015,USA,8,Male,5
91133,2015,USA,24,Female,2
91134,2015,USA,7,Male,5
91135,2015,USA,54,Female,3
91136,2015,USA,12,Female,6
91137,2015,USA,74,Male,2
91138,2015,USA,35,Female,3
91139,2015,USA,32,Female,6
91140,2015,USA,28,Male,3
91141,2015,USA,7,Female,7
91142,2015,USA,4,Male,4
91143,2015,USA,9,Female,6
91144,2015,USA,30,Female,3
91145,2015,USA,12,Male,4
91146,2015,USA,53,Female,3
91147,2015,USA,59,Female,1
91148,2015,USA,47,Male,7
91149,2015,USA,22,Male,4
91150,2015,USA,74,Female,1
91151,2015,USA,6,Male,4
91152,2015,USA,7,Female,5
91153,2015,USA,80,Female,1
91154,2015,USA,15,Male,4
91155,2015,USA,44,Female,2
91156,2015,USA,29,Female,3
91157,2015,USA,6,Female,4
91158,2015,USA,16,Male,5
91159,2015,USA,51,Male,4
91160,2015,USA,5.40E-79,Female,3
91161,2015,USA,28,Female,2
91162,2015,USA,31,Male,6
91163,2015,USA,28,Female,5
91164,2015,USA,17,Female,4
91165,2015,USA,26,Male,4
91166,2015,USA,65,Male,2
91167,2015,USA,62,Male,4
91168,2015,USA,67,Male,1
91169,2015,USA,11,Female,7
91170,2015,USA,16,Male,2
91171,2015,USA,80,Female,1
91172,2015,USA,55,Male,1
91173,2015,USA,1,Female,4
91174,2015,USA,26,Female,3
91175,2015,USA,71,Male,2
91176,2015,USA,34,Male,5
91177,2015,USA,52,Male,3
91178,2015,USA,13,Male,4
91179,2015,USA,1,Female,3
91180,2015,USA,71,Male,2
91181,2015,USA,31,Male,4
91182,2015,USA,29,Male,1
91183,2015,USA,46,Male,6
91184,2015,USA,59,Male,2
91185,2015,USA,4,Female,5
91186,2015,USA,6,Female,4
91187,2015,USA,63,Male,2
91188,2015,USA,29,Male,1
91189,2015,USA,39,Female,3
91190,2015,USA,46,Male,3
91191,2015,USA,9,Male,4
91192,2015,USA,21,Male,6
91193,2015,USA,8,Female,7
91194,2015,USA,50,Female,5
91195,2015,USA,3,Male,4
91196,2015,USA,59,Female,4
91197,2015,USA,64,Male,1
91198,2015,USA,10,Male,4
91199,2015,USA,7,Male,5
91200,2015,USA,8,Female,3
91201,2015,USA,24,Male,3
91202,2015,USA,80,Male,1
91203,2015,USA,5.40E-79,Female,4
91204,2015,USA,38,Female,2
91205,2015,USA,5.40E-79,Female,4
91206,2015,USA,38,Male,2
91207,2015,USA,29,Male,2
91208,2015,USA,77,Female,3
91209,2015,USA,11,Female,5
91210,2015,USA,2,Female,7
91211,2015,USA,40,Female,4
91212,2015,USA,5.40E-79,Male,6
91213,2015,USA,63,Male,2
91214,2015,USA,10,Female,6
91215,2015,USA,43,Female,5
91216,2015,USA,29,Female,2
91217,2015,USA,54,Male,4
91218,2015,USA,16,Male,4
91219,2015,USA,11,Female,7
91220,2015,USA,65,Male,7
91221,2015,USA,1,Male,4
91222,2015,USA,48,Female,3
91223,2015,USA,70,Female,3
91224,2015,USA,2,Female,6
91225,2015,USA,43,Male,7
91226,2015,USA,53,Female,7
91227,2015,USA,16,Female,3
91228,2015,USA,31,Female,7
91229,2015,USA,3,Female,4
91230,2015,USA,9,Female,7
91231,2015,USA,17,Male,2
91232,2015,USA,26,Male,4
91233,2015,USA,2,Female,6
91234,2015,USA,39,Female,7
91235,2015,USA,3,Male,6
91236,2015,USA,17,Female,2
91237,2015,USA,6,Female,4
91238,2015,USA,2,Female,5
91239,2015,USA,60,Male,3
91240,2015,USA,16,Male,3
91241,2015,USA,17,Male,6
91242,2015,USA,19,Male,5
91243,2015,USA,30,Male,2
91244,2015,USA,5,Male,6
91245,2015,USA,5,Female,4
91246,2015,USA,17,Male,5
91247,2015,USA,51,Female,3
91248,2015,USA,8,Male,7
91249,2015,USA,29,Female,4
91250,2015,USA,15,Female,5
91251,2015,USA,43,Male,3
91252,2015,USA,42,Male,2
91253,2015,USA,44,Female,3
91254,2015,USA,5.40E-79,Male,7
91255,2015,USA,7,Female,4
91256,2015,USA,16,Male,4
91257,2015,USA,5.40E-79,Female,7
91258,2015,USA,77,Female,3
91259,2015,USA,41,Male,5
91260,2015,USA,8,Male,5
91261,2015,USA,44,Female,3
91262,2015,USA,12,Male,6
91263,2015,USA,19,Male,2
91264,2015,USA,23,Male,2
91265,2015,USA,11,Female,5
91266,2015,USA,60,Male,3
91267,2015,USA,66,Male,2
91268,2015,USA,10,Male,3
91269,2015,USA,16,Female,5
91270,2015,USA,5.40E-79,Female,5
91271,2015,USA,44,Female,3
91272,2015,USA,80,Female,3
91273,2015,USA,23,Male,5
91274,2015,USA,18,Male,3
91275,2015,USA,19,Female,4
91276,2015,USA,1,Male,3
91277,2015,USA,63,Female,4
91278,2015,USA,18,Female,5
91279,2015,USA,51,Female,3
91280,2015,USA,80,Male,6
91281,2015,USA,13,Male,3
91282,2015,USA,50,Male,4
91283,2015,USA,1,Male,3
91284,2015,USA,29,Female,2
91285,2015,USA,32,Male,3
91286,2015,USA,11,Female,6
91287,2015,USA,14,Male,3
91288,2015,USA,44,Male,4
91289,2015,USA,10,Male,6
91290,2015,USA,39,Female,4
91291,2015,USA,32,Female,6
91292,2015,USA,48,Male,4
91293,2015,USA,62,Male,7
91294,2015,USA,9,Female,6
91295,2015,USA,72,Male,5
91296,2015,USA,12,Female,7
91297,2015,USA,6,Male,5
91298,2015,USA,1,Female,5
91299,2015,USA,46,Male,7
91300,2015,USA,5.40E-79,Female,3
91301,2015,USA,79,Male,1
91302,2015,USA,62,Male,2
91303,2015,USA,78,Male,2
91304,2015,USA,38,Male,4
91305,2015,USA,22,Female,6
91306,2015,USA,14,Male,3
91307,2015,USA,9,Female,6
91308,2015,USA,12,Male,4
91309,2015,USA,68,Male,2
91310,2015,USA,65,Male,2
91311,2015,USA,12,Male,2
91312,2015,USA,45,Female,4
91313,2015,USA,19,Female,5
91314,2015,USA,5,Female,6
91315,2015,USA,12,Female,7
91316,2015,USA,65,Female,5
91317,2015,USA,36,Female,7
91318,2015,USA,12,Male,5
91319,2015,USA,31,Male,6
91320,2015,USA,1,Male,3
91321,2015,USA,61,Male,2
91322,2015,USA,9,Female,7
91323,2015,USA,26,Female,2
91324,2015,USA,43,Female,3
91325,2015,USA,26,Male,2
91326,2015,USA,34,Male,7
91327,2015,USA,17,Female,3
91328,2015,USA,45,Female,1
91329,2015,USA,80,Female,1
91330,2015,USA,11,Male,4
91331,2015,USA,8,Female,7
91332,2015,USA,26,Female,7
91333,2015,USA,12,Female,7
91334,2015,USA,39,Female,1
91335,2015,USA,9,Female,3
91336,2015,USA,25,Female,2
91337,2015,USA,5.40E-79,Male,4
91338,2015,USA,40,Female,4
91339,2015,USA,51,Male,3
91340,2015,USA,38,Female,5
91341,2015,USA,55,Male,2
91342,2015,USA,6,Female,4
91343,2015,USA,63,Male,3
91344,2015,USA,67,Female,2
91345,2015,USA,21,Male,3
91346,2015,USA,80,Female,1
91347,2015,USA,61,Male,5
91348,2015,USA,4,Female,4
91349,2015,USA,68,Male,4
91350,2015,USA,23,Male,4
91351,2015,USA,25,Female,2
91352,2015,USA,7,Female,6
91353,2015,USA,57,Male,2
91354,2015,USA,52,Male,2
91355,2015,USA,67,Female,3
91356,2015,USA,53,Female,6
91357,2015,USA,6,Female,3
91358,2015,USA,43,Female,6
91359,2015,USA,23,Male,1
91360,2015,USA,33,Male,4
91361,2015,USA,41,Male,3
91362,2015,USA,2,Male,6
91363,2015,USA,40,Female,6
91364,2015,USA,41,Male,3
91365,2015,USA,58,Male,4
91366,2015,USA,28,Female,3
91367,2015,USA,19,Male,3
91368,2015,USA,80,Male,1
91369,2015,USA,33,Male,2
91370,2015,USA,6,Female,4
91371,2015,USA,63,Female,1
91372,2015,USA,5.40E-79,Male,3
91373,2015,USA,74,Male,1
91374,2015,USA,2,Male,4
91375,2015,USA,9,Male,7
91376,2015,USA,7,Male,7
91377,2015,USA,80,Female,1
91378,2015,USA,8,Female,7
91379,2015,USA,5.40E-79,Male,3
91380,2015,USA,5,Male,7
91381,2015,USA,1,Male,7
91382,2015,USA,4,Male,6
91383,2015,USA,48,Female,4
91384,2015,USA,46,Male,5
91385,2015,USA,30,Male,4
91386,2015,USA,15,Male,5
91387,2015,USA,3,Male,4
91388,2015,USA,7,Male,4
91389,2015,USA,54,Female,6
91390,2015,USA,13,Female,6
91391,2015,USA,57,Male,2
91392,2015,USA,19,Female,4
91393,2015,USA,31,Male,4
91394,2015,USA,37,Female,4
91395,2015,USA,5,Male,4
91396,2015,USA,36,Female,4
91397,2015,USA,49,Female,2
91398,2015,USA,8,Female,7
91399,2015,USA,51,Female,2
91400,2015,USA,46,Female,7
91401,2015,USA,16,Male,5
91402,2015,USA,26,Male,6
91403,2015,USA,17,Female,5
91404,2015,USA,34,Female,4
91405,2015,USA,24,Female,4
91406,2015,USA,76,Male,2
91407,2015,USA,5.40E-79,Male,4
91408,2015,USA,60,Female,2
91409,2015,USA,11,Male,4
91410,2015,USA,15,Male,4
91411,2015,USA,50,Female,2
91412,2015,USA,1,Female,5
91413,2015,USA,40,Male,4
91414,2015,USA,59,Female,2
91415,2015,USA,4,Female,4
91416,2015,USA,73,Female,7
91417,2015,USA,39,Female,1
91418,2015,USA,17,Female,5
91419,2015,USA,13,Female,5
91420,2015,USA,56,Female,1
91421,2015,USA,41,Female,4
91422,2015,USA,15,Male,5
91423,2015,USA,18,Male,3
91424,2015,USA,4,Female,3
91425,2015,USA,46,Female,4
91426,2015,USA,43,Female,4
91427,2015,USA,36,Male,2
91428,2015,USA,22,Male,3
91429,2015,USA,75,Female,2
91430,2015,USA,4,Female,5
91431,2015,USA,47,Female,4
91432,2015,USA,80,Male,2
91433,2015,USA,64,Female,6
91434,2015,USA,3,Female,6
91435,2015,USA,14,Male,7
91436,2015,USA,22,Female,2
91437,2015,USA,39,Male,5
91438,2015,USA,38,Female,2
91439,2015,USA,8,Male,7
91440,2015,USA,77,Male,3
91441,2015,USA,12,Female,3
91442,2015,USA,47,Male,3
91443,2015,USA,45,Female,7
91444,2015,USA,12,Female,3
91445,2015,USA,25,Female,7
91446,2015,USA,17,Female,6
91447,2015,USA,66,Female,2
91448,2015,USA,12,Male,5
91449,2015,USA,50,Female,2
91450,2015,USA,65,Male,1
91451,2015,USA,20,Male,5
91452,2015,USA,41,Male,2
91453,2015,USA,43,Female,5
91454,2015,USA,68,Female,1
91455,2015,USA,26,Male,3
91456,2015,USA,12,Female,4
91457,2015,USA,39,Male,7
91458,2015,USA,9,Female,5
91459,2015,USA,8,Male,4
91460,2015,USA,5,Female,4
91461,2015,USA,68,Male,3
91462,2015,USA,5,Male,4
91463,2015,USA,12,Male,4
91464,2015,USA,2,Male,7
91465,2015,USA,61,Male,1
91466,2015,USA,2,Female,4
91467,2015,USA,2,Male,4
91468,2015,USA,52,Male,2
91469,2015,USA,69,Male,2
91470,2015,USA,3,Male,4
91471,2015,USA,80,Male,1
91472,2015,USA,8,Female,5
91473,2015,USA,10,Female,5
91474,2015,USA,62,Female,2
91475,2015,USA,24,Female,4
91476,2015,USA,80,Female,1
91477,2015,USA,35,Female,5
91478,2015,USA,42,Male,5
91479,2015,USA,37,Female,5
91480,2015,USA,4,Male,3
91481,2015,USA,80,Male,2
91482,2015,USA,54,Female,3
91483,2015,USA,13,Male,5
91484,2015,USA,21,Male,2
91485,2015,USA,24,Female,3
91486,2015,USA,11,Male,5
91487,2015,USA,37,Female,1
91488,2015,USA,1,Female,3
91489,2015,USA,74,Female,3
91490,2015,USA,65,Female,3
91491,2015,USA,37,Male,3
91492,2015,USA,70,Female,2
91493,2015,USA,62,Female,1
91494,2015,USA,11,Male,5
91495,2015,USA,55,Male,2
91496,2015,USA,5.40E-79,Male,4
91497,2015,USA,31,Female,2
91498,2015,USA,12,Female,4
91499,2015,USA,4,Female,3
91500,2015,USA,5.40E-79,Female,7
91501,2015,USA,1,Female,6
91502,2015,USA,36,Male,4
91503,2015,USA,80,Male,2
91504,2015,USA,21,Male,2
91505,2015,USA,45,Female,6
91506,2015,USA,8,Male,4
91507,2015,USA,53,Female,2
91508,2015,USA,78,Male,2
91509,2015,USA,5.40E-79,Female,4
91510,2015,USA,37,Male,1
91511,2015,USA,6,Female,3
91512,2015,USA,53,Male,2
91513,2015,USA,60,Female,5
91514,2015,USA,15,Male,3
91515,2015,USA,38,Female,4
91516,2015,USA,80,Female,6
91517,2015,USA,4,Male,6
91518,2015,USA,19,Male,5
91519,2015,USA,20,Female,5
91520,2015,USA,30,Male,1
91521,2015,USA,7,Female,6
91522,2015,USA,1,Female,4
91523,2015,USA,4,Female,4
91524,2015,USA,2,Female,4
91525,2015,USA,29,Female,3
91526,2015,USA,49,Male,2
91527,2015,USA,41,Female,3
91528,2015,USA,13,Male,6
91529,2015,USA,43,Female,4
91530,2015,USA,26,Female,4
91531,2015,USA,28,Female,4
91532,2015,USA,22,Male,3
91533,2015,USA,80,Female,1
91534,2015,USA,13,Female,7
91535,2015,USA,11,Female,4
91536,2015,USA,37,Female,5
91537,2015,USA,53,Female,3
91538,2015,USA,72,Male,2
91539,2015,USA,40,Male,2
91540,2015,USA,13,Male,7
91541,2015,USA,5.40E-79,Male,4
91542,2015,USA,80,Female,1
91543,2015,USA,44,Male,5
91544,2015,USA,72,Female,1
91545,2015,USA,12,Female,5
91546,2015,USA,5.40E-79,Male,4
91547,2015,USA,54,Male,4
91548,2015,USA,11,Female,5
91549,2015,USA,46,Male,5
91550,2015,USA,70,Female,2
91551,2015,USA,80,Female,1
91552,2015,USA,43,Male,6
91553,2015,USA,7,Male,4
91554,2015,USA,17,Male,7
91555,2015,USA,35,Female,6
91556,2015,USA,17,Female,5
91557,2015,USA,60,Male,2
91558,2015,USA,80,Male,3
91559,2015,USA,30,Female,6
91560,2015,USA,46,Male,4
91561,2015,USA,58,Male,3
91562,2015,USA,41,Male,3
91563,2015,USA,80,Male,4
91564,2015,USA,59,Male,2
91565,2015,USA,5,Male,4
91566,2015,USA,25,Female,2
91567,2015,USA,18,Female,3
91568,2015,USA,75,Female,3
91569,2015,USA,60,Female,2
91570,2015,USA,39,Female,4
91571,2015,USA,9,Male,4
91572,2015,USA,80,Female,1
91573,2015,USA,19,Female,5
91574,2015,USA,5,Male,7
91575,2015,USA,5,Female,6
91576,2015,USA,9,Female,4
91577,2015,USA,3,Male,4
91578,2015,USA,69,Male,2
91579,2015,USA,50,Female,6
91580,2015,USA,6,Female,7
91581,2015,USA,35,Female,4
91582,2015,USA,48,Female,3
91583,2015,USA,46,Female,4
91584,2015,USA,71,Male,2
91585,2015,USA,42,Male,1
91586,2015,USA,68,Female,2
91587,2015,USA,5.40E-79,Male,5
91588,2015,USA,11,Male,4
91589,2015,USA,55,Female,1
91590,2015,USA,2,Female,5
91591,2015,USA,4,Male,5
91592,2015,USA,25,Female,4
91593,2015,USA,14,Male,4
91594,2015,USA,49,Male,5
91595,2015,USA,1,Male,3
91596,2015,USA,42,Female,4
91597,2015,USA,23,Female,5
91598,2015,USA,10,Female,6
91599,2015,USA,60,Male,7
91600,2015,USA,80,Male,1
91601,2015,USA,17,Male,6
91602,2015,USA,5.40E-79,Female,3
91603,2015,USA,47,Female,5
91604,2015,USA,33,Male,2
91605,2015,USA,16,Female,7
91606,2015,USA,50,Female,2
91607,2015,USA,2,Female,3
91608,2015,USA,13,Female,7
91609,2015,USA,65,Male,3
91610,2015,USA,17,Male,4
91611,2015,USA,66,Female,2
91612,2015,USA,19,Male,5
91613,2015,USA,2,Female,4
91614,2015,USA,1,Female,4
91615,2015,USA,47,Male,3
91616,2015,USA,2,Female,5
91617,2015,USA,19,Male,4
91618,2015,USA,60,Female,7
91619,2015,USA,20,Male,5
91620,2015,USA,1,Male,5
91621,2015,USA,51,Female,4
91622,2015,USA,34,Female,4
91623,2015,USA,5.40E-79,Female,3
91624,2015,USA,39,Male,2
91625,2015,USA,2,Male,5
91626,2015,USA,41,Male,6
91627,2015,USA,48,Female,2
91628,2015,USA,31,Male,3
91629,2015,USA,12,Female,4
91630,2015,USA,29,Female,4
91631,2015,USA,58,Male,5
91632,2015,USA,60,Male,3
91633,2015,USA,42,Female,3
91634,2015,USA,78,Female,3
91635,2015,USA,51,Female,3
91636,2015,USA,5.40E-79,Male,3
91637,2015,USA,55,Male,2
91638,2015,USA,47,Male,7
91639,2015,USA,57,Female,2
91640,2015,USA,17,Male,3
91641,2015,USA,63,Male,4
91642,2015,USA,34,Female,4
91643,2015,USA,59,Female,2
91644,2015,USA,14,Female,6
91645,2015,USA,13,Female,5
91646,2015,USA,72,Male,4
91647,2015,USA,57,Male,4
91648,2015,USA,80,Male,1
91649,2015,USA,7,Male,7
91650,2015,USA,3,Male,5
91651,2015,USA,3,Male,5
91652,2015,USA,58,Female,4
91653,2015,USA,51,Female,2
91654,2015,USA,71,Male,2
91655,2015,USA,1,Female,3
91656,2015,USA,16,Male,4
91657,2015,USA,5.40E-79,Female,5
91658,2015,USA,5.40E-79,Female,4
91659,2015,USA,64,Female,3
91660,2015,USA,9,Male,5
91661,2015,USA,44,Male,5
91662,2015,USA,9,Female,4
91663,2015,USA,46,Female,1
91664,2015,USA,9,Male,3
91665,2015,USA,74,Female,2
91666,2015,USA,3,Male,7
91667,2015,USA,60,Female,2
91668,2015,USA,12,Male,5
91669,2015,USA,33,Male,5
91670,2015,USA,48,Male,3
91671,2015,USA,36,Male,4
91672,2015,USA,26,Male,2
91673,2015,USA,79,Male,3
91674,2015,USA,63,Female,1
91675,2015,USA,48,Female,3
91676,2015,USA,5.40E-79,Female,4
91677,2015,USA,19,Female,7
91678,2015,USA,1,Female,7
91679,2015,USA,65,Male,6
91680,2015,USA,80,Male,2
91681,2015,USA,66,Male,4
91682,2015,USA,7,Male,5
91683,2015,USA,59,Female,2
91684,2015,USA,53,Male,4
91685,2015,USA,55,Female,4
91686,2015,USA,18,Male,2
91687,2015,USA,28,Female,4
91688,2015,USA,2,Female,6
91689,2015,USA,11,Male,7
91690,2015,USA,8,Female,6
91691,2015,USA,14,Male,7
91692,2015,USA,29,Male,3
91693,2015,USA,14,Female,5
91694,2015,USA,11,Male,5
91695,2015,USA,6,Female,3
91696,2015,USA,80,Female,2
91697,2015,USA,70,Male,2
91698,2015,USA,14,Male,5
91699,2015,USA,47,Male,5
91700,2015,USA,9,Female,6
91701,2015,USA,5.40E-79,Female,4
91702,2015,USA,59,Female,7
91703,2015,USA,8,Female,4
91704,2015,USA,50,Male,3
91705,2015,USA,14,Female,4
91706,2015,USA,35,Male,5
91707,2015,USA,5,Male,5
91708,2015,USA,3,Male,4
91709,2015,USA,17,Female,5
91710,2015,USA,62,Male,1
91711,2015,USA,34,Female,4
91712,2015,USA,35,Male,1
91713,2015,USA,80,Male,2
91714,2015,USA,35,Female,3
91715,2015,USA,73,Male,5
91716,2015,USA,75,Female,2
91717,2015,USA,55,Female,4
91718,2015,USA,58,Female,4
91719,2015,USA,6,Female,6
91720,2015,USA,5,Male,5
91721,2015,USA,26,Female,5
91722,2015,USA,25,Female,4
91723,2015,USA,48,Female,4
91724,2015,USA,38,Female,3
91725,2015,USA,57,Female,4
91726,2015,USA,80,Female,2
91727,2015,USA,80,Female,5
91728,2015,USA,76,Female,5
91729,2015,USA,19,Male,5
91730,2015,USA,53,Male,5
91731,2015,USA,19,Male,3
91732,2015,USA,55,Female,4
91733,2015,USA,64,Male,2
91734,2015,USA,36,Female,4
91735,2015,USA,15,Male,5
91736,2015,USA,5.40E-79,Female,4
91737,2015,USA,80,Female,1
91738,2015,USA,19,Male,2
91739,2015,USA,70,Male,5
91740,2015,USA,76,Male,2
91741,2015,USA,3,Male,4
91742,2015,USA,23,Male,7
91743,2015,USA,51,Male,2
91744,2015,USA,78,Female,1
91745,2015,USA,5,Female,6
91746,2015,USA,8,Female,7
91747,2015,USA,66,Male,7
91748,2015,USA,80,Male,1
91749,2015,USA,14,Female,3
91750,2015,USA,49,Female,5
91751,2015,USA,1,Male,7
91752,2015,USA,51,Female,3
91753,2015,USA,48,Female,3
91754,2015,USA,80,Male,2
91755,2015,USA,34,Male,5
91756,2015,USA,63,Female,2
91757,2015,USA,1,Female,4
91758,2015,USA,62,Female,1
91759,2015,USA,60,Male,2
91760,2015,USA,80,Male,2
91761,2015,USA,6,Male,4
91762,2015,USA,16,Male,3
91763,2015,USA,1,Female,7
91764,2015,USA,16,Male,6
91765,2015,USA,2,Female,7
91766,2015,USA,5,Male,4
91767,2015,USA,5.40E-79,Male,3
91768,2015,USA,15,Male,6
91769,2015,USA,19,Male,4
91770,2015,USA,2,Female,6
91771,2015,USA,39,Female,7
91772,2015,USA,48,Male,3
91773,2015,USA,7,Female,4
91774,2015,USA,19,Female,5
91775,2015,USA,30,Female,2
91776,2015,USA,80,Male,5
91777,2015,USA,13,Male,4
91778,2015,USA,63,Male,4
91779,2015,USA,7,Male,3
91780,2015,USA,3,Male,4
91781,2015,USA,24,Male,2
91782,2015,USA,7,Male,6
91783,2015,USA,80,Male,3
91784,2015,USA,80,Female,2
91785,2015,USA,34,Female,3
91786,2015,USA,16,Male,4
91787,2015,USA,80,Female,1
91788,2015,USA,42,Female,5
91789,2015,USA,6,Male,7
91790,2015,USA,23,Female,5
91791,2015,USA,20,Female,3
91792,2015,USA,68,Female,3
91793,2015,USA,44,Female,5
91794,2015,USA,25,Female,2
91795,2015,USA,1,Male,7
91796,2015,USA,31,Female,7
91797,2015,USA,5.40E-79,Male,6
91798,2015,USA,5.40E-79,Male,3
91799,2015,USA,66,Male,2
91800,2015,USA,9,Female,5
91801,2015,USA,79,Female,2
91802,2015,USA,7,Female,5
91803,2015,USA,37,Female,3
91804,2015,USA,45,Female,5
91805,2015,USA,7,Female,7
91806,2015,USA,66,Female,2
91807,2015,USA,25,Female,2
91808,2015,USA,19,Male,5
91809,2015,USA,23,Male,3
91810,2015,USA,19,Female,5
91811,2015,USA,49,Male,4
91812,2015,USA,16,Female,7
91813,2015,USA,17,Male,6
91814,2015,USA,62,Female,6
91815,2015,USA,75,Male,1
91816,2015,USA,29,Male,2
91817,2015,USA,59,Male,2
91818,2015,USA,9,Female,6
91819,2015,USA,18,Male,5
91820,2015,USA,80,Male,2
91821,2015,USA,47,Female,4
91822,2015,USA,8,Female,3
91823,2015,USA,17,Male,6
91824,2015,USA,60,Female,6
91825,2015,USA,60,Male,1
91826,2015,USA,42,Female,5
91827,2015,USA,17,Female,5
91828,2015,USA,19,Male,7
91829,2015,USA,49,Female,6
91830,2015,USA,44,Male,5
91831,2015,USA,6,Female,7
91832,2015,USA,30,Male,3
91833,2015,USA,27,Female,1
91834,2015,USA,39,Female,3
91835,2015,USA,23,Female,3
91836,2015,USA,5,Female,3
91837,2015,USA,72,Male,2
91838,2015,USA,47,Female,4
91839,2015,USA,35,Female,2
91840,2015,USA,16,Female,4
91841,2015,USA,64,Male,2
91842,2015,USA,49,Female,5
91843,2015,USA,38,Male,4
91844,2015,USA,26,Female,2
91845,2015,USA,11,Female,6
91846,2015,USA,56,Female,3
91847,2015,USA,5,Female,4
91848,2015,USA,5.40E-79,Male,4
91849,2015,USA,41,Male,3
91850,2015,USA,64,Female,2
91851,2015,USA,11,Male,6
91852,2015,USA,24,Female,7
91853,2015,USA,63,Female,1
91854,2015,USA,7,Female,4
91855,2015,USA,8,Female,4
91856,2015,USA,58,Female,2
91857,2015,USA,13,Male,6
91858,2015,USA,33,Male,6
91859,2015,USA,55,Male,1
91860,2015,USA,1,Male,5
91861,2015,USA,46,Male,7
91862,2015,USA,18,Female,6
91863,2015,USA,10,Female,7
91864,2015,USA,13,Female,5
91865,2015,USA,58,Female,2
91866,2015,USA,11,Male,5
91867,2015,USA,20,Male,2
91868,2015,USA,57,Male,7
91869,2015,USA,25,Female,3
91870,2015,USA,7,Female,3
91871,2015,USA,71,Male,5
91872,2015,USA,10,Male,7
91873,2015,USA,16,Male,4
91874,2015,USA,12,Female,4
91875,2015,USA,69,Female,4
91876,2015,USA,33,Female,4
91877,2015,USA,5.40E-79,Female,7
91878,2015,USA,5,Male,5
91879,2015,USA,11,Male,6
91880,2015,USA,55,Female,2
91881,2015,USA,15,Female,7
91882,2015,USA,6,Male,4
91883,2015,USA,9,Female,3
91884,2015,USA,72,Female,2
91885,2015,USA,10,Female,5
91886,2015,USA,66,Male,2
91887,2015,USA,28,Female,5
91888,2015,USA,45,Female,4
91889,2015,USA,66,Male,7
91890,2015,USA,60,Male,2
91891,2015,USA,7,Male,6
91892,2015,USA,14,Female,7
91893,2015,USA,33,Female,6
91894,2015,USA,25,Male,4
91895,2015,USA,7,Male,5
91896,2015,USA,2,Male,3
91897,2015,USA,57,Female,3
91898,2015,USA,61,Male,1
91899,2015,USA,48,Female,4
91900,2015,USA,46,Female,3
91901,2015,USA,16,Male,4
91902,2015,USA,8,Male,5
91903,2015,USA,50,Female,3
91904,2015,USA,17,Female,4
91905,2015,USA,15,Male,3
91906,2015,USA,29,Male,1
91907,2015,USA,54,Male,5
91908,2015,USA,16,Male,3
91909,2015,USA,7,Female,5
91910,2015,USA,14,Female,5
91911,2015,USA,51,Female,4
91912,2015,USA,41,Male,4
91913,2015,USA,8,Male,5
91914,2015,USA,8,Male,6
91915,2015,USA,67,Male,2
91916,2015,USA,35,Female,3
91917,2015,USA,5.40E-79,Female,5
91918,2015,USA,10,Male,7
91919,2015,USA,43,Male,4
91920,2015,USA,5.40E-79,Male,4
91921,2015,USA,45,Female,3
91922,2015,USA,39,Female,5
91923,2015,USA,1,Female,5
91924,2015,USA,58,Male,2
