i,t,m,age,sex,HH_size
91925,2015,USA,14,Male,4
91926,2015,USA,13,Male,3
91927,2015,USA,24,Female,2
91928,2015,USA,38,Female,6
91929,2015,USA,4,Male,4
91930,2015,USA,34,Male,6
91931,2015,USA,55,Male,5
91932,2015,USA,51,Female,6
91933,2015,USA,5,Female,4
91934,2015,USA,13,Male,5
91935,2015,USA,80,Male,2
91936,2015,USA,9,Female,5
91937,2015,USA,14,Male,4
91938,2015,USA,32,Female,4
91939,2015,USA,5,Male,4
91940,2015,USA,80,Female,2
91941,2015,USA,3,Male,5
91942,2015,USA,13,Male,3
91943,2015,USA,7,Female,4
91944,2015,USA,31,Male,3
91945,2015,USA,39,Female,6
91946,2015,USA,5,Male,4
91947,2015,USA,29,Male,3
91948,2015,USA,10,Female,5
91949,2015,USA,80,Male,1
91950,2015,USA,61,Male,2
91951,2015,USA,10,Female,6
91952,2015,USA,42,Male,5
91953,2015,USA,5.40E-79,Female,5
91954,2015,USA,80,Female,1
91955,2015,USA,2,Male,7
91956,2015,USA,61,Male,1
91957,2015,USA,23,Female,2
91958,2015,USA,2,Male,7
91959,2015,USA,5,Female,3
91960,2015,USA,67,Female,1
91961,2015,USA,2,Male,5
91962,2015,USA,63,Male,2
91963,2015,USA,1,Male,4
91964,2015,USA,13,Female,6
91965,2015,USA,38,Male,3
91966,2015,USA,40,Male,4
91967,2015,USA,50,Female,7
91968,2015,USA,27,Male,4
91969,2015,USA,8,Female,5
91970,2015,USA,59,Male,2
91971,2015,USA,10,Male,5
91972,2015,USA,70,Male,1
91973,2015,USA,2,Female,4
91974,2015,USA,40,Male,1
91975,2015,USA,18,Male,4
91976,2015,USA,40,Male,3
91977,2015,USA,5.40E-79,Female,7
91978,2015,USA,22,Male,1
91979,2015,USA,18,Female,3
91980,2015,USA,5,Male,5
91981,2015,USA,13,Male,7
91982,2015,USA,9,Female,3
91983,2015,USA,38,Female,5
91984,2015,USA,49,Female,2
91985,2015,USA,25,Male,3
91986,2015,USA,3,Male,7
91987,2015,USA,7,Male,6
91988,2015,USA,7,Female,5
91989,2015,USA,1,Male,3
91990,2015,USA,10,Female,5
91991,2015,USA,76,Male,2
91992,2015,USA,66,Female,2
91993,2015,USA,39,Female,2
91994,2015,USA,30,Male,2
91995,2015,USA,54,Female,5
91996,2015,USA,15,Female,4
91997,2015,USA,35,Female,5
91998,2015,USA,5.40E-79,Female,3
91999,2015,USA,33,Female,4
92000,2015,USA,34,Male,5
92001,2015,USA,65,Female,1
92002,2015,USA,59,Male,3
92003,2015,USA,31,Male,2
92004,2015,USA,19,Male,4
92005,2015,USA,33,Male,3
92006,2015,USA,4,Female,5
92007,2015,USA,37,Male,7
92008,2015,USA,16,Male,3
92009,2015,USA,5.40E-79,Male,3
92010,2015,USA,18,Female,3
92011,2015,USA,13,Female,3
92012,2015,USA,5,Female,4
92013,2015,USA,12,Male,3
92014,2015,USA,26,Female,3
92015,2015,USA,13,Female,5
92016,2015,USA,15,Male,4
92017,2015,USA,73,Male,1
92018,2015,USA,2,Male,7
92019,2015,USA,66,Male,2
92020,2015,USA,51,Female,7
92021,2015,USA,75,Female,1
92022,2015,USA,1,Male,4
92023,2015,USA,15,Male,4
92024,2015,USA,70,Male,4
92025,2015,USA,22,Male,7
92026,2015,USA,42,Female,4
92027,2015,USA,65,Female,2
92028,2015,USA,5.40E-79,Male,7
92029,2015,USA,9,Female,7
92030,2015,USA,78,Female,4
92031,2015,USA,5.40E-79,Male,7
92032,2015,USA,7,Male,6
92033,2015,USA,3,Male,7
92034,2015,USA,4,Female,6
92035,2015,USA,9,Male,7
92036,2015,USA,7,Male,4
92037,2015,USA,26,Female,2
92038,2015,USA,39,Male,1
92039,2015,USA,14,Female,5
92040,2015,USA,1,Male,7
92041,2015,USA,29,Male,5
92042,2015,USA,16,Male,3
92043,2015,USA,19,Female,5
92044,2015,USA,21,Male,3
92045,2015,USA,40,Male,1
92046,2015,USA,14,Male,4
92047,2015,USA,7,Male,4
92048,2015,USA,75,Male,3
92049,2015,USA,56,Female,1
92050,2015,USA,61,Female,3
92051,2015,USA,36,Female,4
92052,2015,USA,61,Male,5
92053,2015,USA,9,Male,3
92054,2015,USA,50,Male,6
92055,2015,USA,66,Female,5
92056,2015,USA,1,Male,5
92057,2015,USA,5.40E-79,Male,4
92058,2015,USA,65,Male,2
92059,2015,USA,72,Female,2
92060,2015,USA,65,Male,1
92061,2015,USA,8,Female,6
92062,2015,USA,40,Female,4
92063,2015,USA,11,Female,5
92064,2015,USA,4,Female,4
92065,2015,USA,47,Female,3
92066,2015,USA,80,Male,1
92067,2015,USA,8,Female,4
92068,2015,USA,27,Male,2
92069,2015,USA,41,Male,1
92070,2015,USA,64,Female,2
92071,2015,USA,27,Male,2
92072,2015,USA,19,Male,3
92073,2015,USA,7,Female,5
92074,2015,USA,40,Male,1
92075,2015,USA,10,Female,6
92076,2015,USA,59,Male,2
92077,2015,USA,14,Male,5
92078,2015,USA,17,Female,3
92079,2015,USA,13,Male,5
92080,2015,USA,6,Female,4
92081,2015,USA,49,Female,4
92082,2015,USA,5,Female,6
92083,2015,USA,23,Female,5
92084,2015,USA,35,Male,1
92085,2015,USA,56,Female,2
92086,2015,USA,5.40E-79,Male,7
92087,2015,USA,5,Male,4
92088,2015,USA,61,Male,2
92089,2015,USA,61,Female,2
92090,2015,USA,80,Male,1
92091,2015,USA,1,Male,4
92092,2015,USA,32,Female,3
92093,2015,USA,9,Male,5
92094,2015,USA,63,Male,2
92095,2015,USA,9,Female,4
92096,2015,USA,10,Female,7
92097,2015,USA,80,Female,1
92098,2015,USA,63,Male,2
92099,2015,USA,22,Male,5
92100,2015,USA,3,Female,7
92101,2015,USA,69,Male,2
92102,2015,USA,10,Female,7
92103,2015,USA,72,Male,2
92104,2015,USA,20,Male,5
92105,2015,USA,74,Male,3
92106,2015,USA,56,Male,3
92107,2015,USA,38,Female,5
92108,2015,USA,9,Female,6
92109,2015,USA,50,Male,2
92110,2015,USA,80,Female,1
92111,2015,USA,60,Female,1
92112,2015,USA,41,Male,2
92113,2015,USA,7,Female,4
92114,2015,USA,30,Male,5
92115,2015,USA,4,Female,7
92116,2015,USA,63,Female,1
92117,2015,USA,2,Male,3
92118,2015,USA,15,Male,6
92119,2015,USA,58,Female,1
92120,2015,USA,6,Male,3
92121,2015,USA,57,Male,7
92122,2015,USA,23,Male,2
92123,2015,USA,18,Male,3
92124,2015,USA,42,Female,5
92125,2015,USA,6,Female,3
92126,2015,USA,63,Female,1
92127,2015,USA,6,Female,4
92128,2015,USA,14,Female,3
92129,2015,USA,26,Female,2
92130,2015,USA,56,Male,3
92131,2015,USA,61,Female,2
92132,2015,USA,18,Male,5
92133,2015,USA,31,Male,2
92134,2015,USA,29,Male,1
92135,2015,USA,61,Male,6
92136,2015,USA,72,Female,2
92137,2015,USA,15,Male,4
92138,2015,USA,80,Male,3
92139,2015,USA,73,Male,1
92140,2015,USA,48,Female,4
92141,2015,USA,60,Male,1
92142,2015,USA,5,Female,7
92143,2015,USA,67,Female,1
92144,2015,USA,4,Female,5
92145,2015,USA,10,Female,6
92146,2015,USA,69,Male,3
92147,2015,USA,14,Male,5
92148,2015,USA,7,Female,7
92149,2015,USA,33,Male,4
92150,2015,USA,32,Male,7
92151,2015,USA,64,Male,1
92152,2015,USA,17,Female,6
92153,2015,USA,11,Female,7
92154,2015,USA,3,Female,4
92155,2015,USA,24,Female,2
92156,2015,USA,50,Male,5
92157,2015,USA,51,Male,2
92158,2015,USA,57,Male,4
92159,2015,USA,18,Female,3
92160,2015,USA,59,Female,1
92161,2015,USA,1,Male,5
92162,2015,USA,2,Male,3
92163,2015,USA,5,Female,3
92164,2015,USA,6,Female,5
92165,2015,USA,6,Female,4
92166,2015,USA,34,Male,5
92167,2015,USA,55,Male,4
92168,2015,USA,69,Male,2
92169,2015,USA,3,Female,6
92170,2015,USA,64,Male,2
92171,2015,USA,13,Female,6
92172,2015,USA,8,Male,7
92173,2015,USA,10,Male,6
92174,2015,USA,29,Male,1
92175,2015,USA,2,Female,7
92176,2015,USA,16,Male,7
92177,2015,USA,80,Male,2
92178,2015,USA,3,Male,4
92179,2015,USA,37,Female,7
92180,2015,USA,5.40E-79,Male,4
92181,2015,USA,16,Male,2
92182,2015,USA,5,Male,6
92183,2015,USA,5.40E-79,Male,4
92184,2015,USA,40,Female,7
92185,2015,USA,63,Male,6
92186,2015,USA,48,Female,4
92187,2015,USA,13,Female,3
92188,2015,USA,77,Male,1
92189,2015,USA,12,Female,5
92190,2015,USA,27,Female,3
92191,2015,USA,2,Male,7
92192,2015,USA,71,Male,1
92193,2015,USA,15,Male,6
92194,2015,USA,47,Female,6
92195,2015,USA,12,Male,4
92196,2015,USA,1,Male,3
92197,2015,USA,3,Male,3
92198,2015,USA,47,Female,5
92199,2015,USA,47,Male,3
92200,2015,USA,25,Male,5
92201,2015,USA,3,Female,5
92202,2015,USA,65,Female,1
92203,2015,USA,40,Female,7
92204,2015,USA,71,Female,1
92205,2015,USA,3,Male,4
92206,2015,USA,20,Female,2
92207,2015,USA,16,Female,4
92208,2015,USA,14,Male,5
92209,2015,USA,6,Female,7
92210,2015,USA,30,Female,3
92211,2015,USA,5,Male,7
92212,2015,USA,33,Female,2
92213,2015,USA,3,Female,4
92214,2015,USA,8,Male,3
92215,2015,USA,8,Female,3
92216,2015,USA,31,Female,3
92217,2015,USA,64,Female,2
92218,2015,USA,64,Male,2
92219,2015,USA,63,Male,2
92220,2015,USA,39,Female,3
92221,2015,USA,80,Female,5
92222,2015,USA,8,Female,7
92223,2015,USA,1,Female,4
92224,2015,USA,3,Female,5
92225,2015,USA,42,Female,4
92226,2015,USA,26,Female,1
92227,2015,USA,11,Female,6
92228,2015,USA,16,Male,4
92229,2015,USA,75,Female,2
92230,2015,USA,15,Female,4
92231,2015,USA,11,Male,6
92232,2015,USA,10,Female,5
92233,2015,USA,49,Female,4
92234,2015,USA,29,Male,2
92235,2015,USA,80,Female,1
92236,2015,USA,80,Female,5
92237,2015,USA,13,Male,3
92238,2015,USA,80,Female,6
92239,2015,USA,22,Female,7
92240,2015,USA,77,Male,2
92241,2015,USA,13,Male,4
92242,2015,USA,80,Female,1
92243,2015,USA,62,Male,3
92244,2015,USA,5,Female,4
92245,2015,USA,19,Male,4
92246,2015,USA,14,Male,4
92247,2015,USA,57,Female,4
92248,2015,USA,2,Male,5
92249,2015,USA,5.40E-79,Male,6
92250,2015,USA,16,Female,6
92251,2015,USA,57,Male,3
92252,2015,USA,63,Female,1
92253,2015,USA,64,Female,4
92254,2015,USA,45,Male,4
92255,2015,USA,62,Male,2
92256,2015,USA,53,Male,3
92257,2015,USA,80,Male,2
92258,2015,USA,19,Female,2
92259,2015,USA,80,Male,2
92260,2015,USA,50,Female,4
92261,2015,USA,5,Male,3
92262,2015,USA,80,Female,1
92263,2015,USA,29,Male,5
92264,2015,USA,16,Female,5
92265,2015,USA,11,Female,5
92266,2015,USA,6,Male,5
92267,2015,USA,15,Male,5
92268,2015,USA,7,Female,3
92269,2015,USA,80,Female,3
92270,2015,USA,5.40E-79,Female,4
92271,2015,USA,63,Male,1
92272,2015,USA,8,Male,5
92273,2015,USA,5.40E-79,Female,4
92274,2015,USA,50,Male,1
92275,2015,USA,42,Male,4
92276,2015,USA,68,Female,6
92277,2015,USA,45,Female,5
92278,2015,USA,9,Male,7
92279,2015,USA,10,Male,6
92280,2015,USA,3,Female,4
92281,2015,USA,38,Male,2
92282,2015,USA,12,Female,5
92283,2015,USA,68,Male,1
92284,2015,USA,15,Female,5
92285,2015,USA,13,Male,7
92286,2015,USA,65,Male,3
92287,2015,USA,24,Female,3
92288,2015,USA,4,Male,7
92289,2015,USA,34,Male,5
92290,2015,USA,3,Female,5
92291,2015,USA,27,Male,4
92292,2015,USA,16,Male,4
92293,2015,USA,7,Male,6
92294,2015,USA,35,Male,4
92295,2015,USA,68,Male,2
92296,2015,USA,18,Male,6
92297,2015,USA,44,Female,3
92298,2015,USA,57,Female,2
92299,2015,USA,55,Female,3
92300,2015,USA,24,Female,2
92301,2015,USA,6,Female,6
92302,2015,USA,33,Female,6
92303,2015,USA,4,Male,4
92304,2015,USA,2,Male,4
92305,2015,USA,13,Female,4
92306,2015,USA,1,Female,4
92307,2015,USA,35,Female,4
92308,2015,USA,10,Female,5
92309,2015,USA,62,Male,6
92310,2015,USA,8,Female,4
92311,2015,USA,14,Male,7
92312,2015,USA,59,Male,2
92313,2015,USA,9,Female,7
92314,2015,USA,16,Female,5
92315,2015,USA,30,Male,5
92316,2015,USA,54,Male,1
92317,2015,USA,5,Male,3
92318,2015,USA,13,Male,5
92319,2015,USA,40,Female,4
92320,2015,USA,29,Female,2
92321,2015,USA,8,Female,3
92322,2015,USA,8,Male,5
92323,2015,USA,80,Male,2
92324,2015,USA,1,Female,4
92325,2015,USA,19,Male,5
92326,2015,USA,29,Female,3
92327,2015,USA,2,Female,5
92328,2015,USA,5,Female,4
92329,2015,USA,7,Male,5
92330,2015,USA,2,Male,3
92331,2015,USA,57,Male,4
92332,2015,USA,27,Female,2
92333,2015,USA,40,Male,6
92334,2015,USA,38,Male,4
92335,2015,USA,80,Female,1
92336,2015,USA,39,Female,7
92337,2015,USA,55,Female,3
92338,2015,USA,27,Female,3
92339,2015,USA,1,Male,5
92340,2015,USA,64,Male,2
92341,2015,USA,4,Male,4
92342,2015,USA,3,Male,4
92343,2015,USA,16,Female,3
92344,2015,USA,6,Female,4
92345,2015,USA,23,Male,3
92346,2015,USA,43,Female,4
92347,2015,USA,46,Male,2
92348,2015,USA,26,Male,2
92349,2015,USA,41,Female,1
92350,2015,USA,5.40E-79,Male,6
92351,2015,USA,69,Female,2
92352,2015,USA,19,Female,3
92353,2015,USA,47,Female,4
92354,2015,USA,18,Female,4
92355,2015,USA,2,Female,4
92356,2015,USA,54,Male,4
92357,2015,USA,80,Male,2
92358,2015,USA,21,Female,2
92359,2015,USA,66,Female,2
92360,2015,USA,4,Female,5
92361,2015,USA,29,Female,3
92362,2015,USA,25,Male,4
92363,2015,USA,27,Female,2
92364,2015,USA,3,Female,6
92365,2015,USA,36,Male,4
92366,2015,USA,49,Male,4
92367,2015,USA,5,Male,3
92368,2015,USA,54,Female,5
92369,2015,USA,26,Male,5
92370,2015,USA,80,Male,3
92371,2015,USA,30,Male,2
92372,2015,USA,10,Male,3
92373,2015,USA,80,Male,1
92374,2015,USA,28,Male,5
92375,2015,USA,10,Female,4
92376,2015,USA,58,Female,2
92377,2015,USA,45,Male,5
92378,2015,USA,5.40E-79,Female,4
92379,2015,USA,5,Male,4
92380,2015,USA,24,Male,4
92381,2015,USA,34,Male,5
92382,2015,USA,3,Female,6
92383,2015,USA,1,Female,6
92384,2015,USA,3,Male,5
92385,2015,USA,7,Male,4
92386,2015,USA,57,Female,1
92387,2015,USA,5,Female,7
92388,2015,USA,14,Male,5
92389,2015,USA,63,Female,2
92390,2015,USA,47,Male,3
92391,2015,USA,11,Male,4
92392,2015,USA,10,Male,7
92393,2015,USA,42,Male,1
92394,2015,USA,59,Female,5
92395,2015,USA,80,Female,1
92396,2015,USA,8,Male,4
92397,2015,USA,32,Female,7
92398,2015,USA,14,Male,4
92399,2015,USA,4,Male,4
92400,2015,USA,23,Male,7
92401,2015,USA,14,Male,6
92402,2015,USA,12,Female,4
92403,2015,USA,57,Female,2
92404,2015,USA,22,Male,7
92405,2015,USA,25,Male,2
92406,2015,USA,2,Female,4
92407,2015,USA,54,Female,5
92408,2015,USA,24,Male,1
92409,2015,USA,59,Female,7
92410,2015,USA,55,Female,2
92411,2015,USA,1,Male,3
92412,2015,USA,40,Female,5
92413,2015,USA,45,Female,2
92414,2015,USA,17,Female,5
92415,2015,USA,80,Male,1
92416,2015,USA,41,Male,3
92417,2015,USA,37,Male,7
92418,2015,USA,48,Male,5
92419,2015,USA,45,Female,4
92420,2015,USA,43,Female,4
92421,2015,USA,29,Female,7
92422,2015,USA,8,Female,7
92423,2015,USA,37,Female,7
92424,2015,USA,65,Male,5
92425,2015,USA,5.40E-79,Male,3
92426,2015,USA,79,Male,2
92427,2015,USA,16,Female,7
92428,2015,USA,33,Female,3
92429,2015,USA,52,Female,3
92430,2015,USA,11,Female,6
92431,2015,USA,2,Female,2
92432,2015,USA,76,Female,1
92433,2015,USA,18,Female,4
92434,2015,USA,5.40E-79,Male,7
92435,2015,USA,65,Male,6
92436,2015,USA,62,Female,2
92437,2015,USA,50,Male,4
92438,2015,USA,34,Female,5
92439,2015,USA,13,Male,5
92440,2015,USA,56,Male,2
92441,2015,USA,13,Male,2
92442,2015,USA,3,Female,5
92443,2015,USA,32,Male,4
92444,2015,USA,7,Male,4
92445,2015,USA,3,Female,4
92446,2015,USA,26,Male,3
92447,2015,USA,22,Female,2
92448,2015,USA,65,Female,1
92449,2015,USA,4,Female,5
92450,2015,USA,66,Male,4
92451,2015,USA,3,Female,5
92452,2015,USA,21,Male,5
92453,2015,USA,4,Male,4
92454,2015,USA,72,Male,2
92455,2015,USA,49,Female,4
92456,2015,USA,2,Male,2
92457,2015,USA,1,Female,7
92458,2015,USA,16,Female,5
92459,2015,USA,58,Male,3
92460,2015,USA,5.40E-79,Female,3
92461,2015,USA,2,Female,3
92462,2015,USA,80,Male,1
92463,2015,USA,31,Male,2
92464,2015,USA,13,Male,7
92465,2015,USA,72,Male,1
92466,2015,USA,17,Male,7
92467,2015,USA,1,Female,6
92468,2015,USA,3,Female,3
92469,2015,USA,80,Female,1
92470,2015,USA,52,Female,1
92471,2015,USA,14,Male,4
92472,2015,USA,59,Male,2
92473,2015,USA,31,Male,2
92474,2015,USA,1,Male,4
92475,2015,USA,49,Female,4
92476,2015,USA,27,Male,4
92477,2015,USA,9,Female,5
92478,2015,USA,20,Female,4
92479,2015,USA,11,Male,6
92480,2015,USA,46,Male,1
92481,2015,USA,3,Male,6
92482,2015,USA,62,Female,4
92483,2015,USA,2,Female,6
92484,2015,USA,8,Male,7
92485,2015,USA,30,Female,2
92486,2015,USA,40,Male,2
92487,2015,USA,69,Male,3
92488,2015,USA,11,Male,4
92489,2015,USA,5.40E-79,Male,3
92490,2015,USA,16,Female,5
92491,2015,USA,74,Male,2
92492,2015,USA,14,Female,4
92493,2015,USA,8,Male,7
92494,2015,USA,80,Female,2
92495,2015,USA,63,Male,1
92496,2015,USA,19,Female,7
92497,2015,USA,29,Female,5
92498,2015,USA,2,Male,3
92499,2015,USA,79,Female,3
92500,2015,USA,56,Female,2
92501,2015,USA,10,Male,7
92502,2015,USA,1,Male,4
92503,2015,USA,36,Male,2
92504,2015,USA,40,Male,3
92505,2015,USA,48,Female,6
92506,2015,USA,34,Female,6
92507,2015,USA,80,Male,1
92508,2015,USA,27,Male,3
92509,2015,USA,9,Male,4
92510,2015,USA,33,Female,5
92511,2015,USA,33,Male,3
92512,2015,USA,36,Male,5
92513,2015,USA,65,Male,4
92514,2015,USA,7,Female,4
92515,2015,USA,80,Male,2
92516,2015,USA,7,Male,5
92517,2015,USA,1,Male,6
92518,2015,USA,1,Female,4
92519,2015,USA,5,Male,5
92520,2015,USA,17,Male,5
92521,2015,USA,29,Female,2
92522,2015,USA,80,Female,2
92523,2015,USA,1,Male,3
92524,2015,USA,54,Female,6
92525,2015,USA,4,Male,4
92526,2015,USA,22,Female,5
92527,2015,USA,55,Female,3
92528,2015,USA,3,Male,5
92529,2015,USA,55,Male,1
92530,2015,USA,70,Female,1
92531,2015,USA,80,Male,2
92532,2015,USA,55,Male,3
92533,2015,USA,52,Female,3
92534,2015,USA,3,Male,5
92535,2015,USA,62,Male,2
92536,2015,USA,25,Female,3
92537,2015,USA,14,Male,4
92538,2015,USA,26,Male,3
92539,2015,USA,61,Female,4
92540,2015,USA,50,Female,3
92541,2015,USA,40,Male,4
92542,2015,USA,36,Female,4
92543,2015,USA,6,Female,3
92544,2015,USA,62,Male,1
92545,2015,USA,31,Female,2
92546,2015,USA,80,Male,4
92547,2015,USA,10,Male,7
92548,2015,USA,58,Male,7
92549,2015,USA,2,Female,5
92550,2015,USA,3,Male,7
92551,2015,USA,25,Female,5
92552,2015,USA,5.40E-79,Female,6
92553,2015,USA,55,Male,2
92554,2015,USA,56,Female,3
92555,2015,USA,37,Female,6
92556,2015,USA,30,Male,2
92557,2015,USA,71,Male,3
92558,2015,USA,11,Female,4
92559,2015,USA,41,Male,5
92560,2015,USA,10,Male,5
92561,2015,USA,79,Male,2
92562,2015,USA,51,Female,2
92563,2015,USA,4,Female,5
92564,2015,USA,31,Male,2
92565,2015,USA,2,Female,3
92566,2015,USA,27,Female,3
92567,2015,USA,51,Female,7
92568,2015,USA,55,Female,4
92569,2015,USA,39,Male,5
92570,2015,USA,24,Male,4
92571,2015,USA,5.40E-79,Female,3
92572,2015,USA,31,Male,1
92573,2015,USA,42,Female,2
92574,2015,USA,80,Female,2
92575,2015,USA,4,Female,5
92576,2015,USA,16,Female,7
92577,2015,USA,16,Female,5
92578,2015,USA,8,Female,4
92579,2015,USA,63,Male,2
92580,2015,USA,6,Male,3
92581,2015,USA,1,Female,5
92582,2015,USA,8,Female,4
92583,2015,USA,8,Female,4
92584,2015,USA,39,Male,4
92585,2015,USA,12,Male,4
92586,2015,USA,36,Female,2
92587,2015,USA,70,Female,1
92588,2015,USA,80,Male,2
92589,2015,USA,11,Male,5
92590,2015,USA,13,Female,6
92591,2015,USA,19,Male,7
92592,2015,USA,16,Female,5
92593,2015,USA,51,Female,1
92594,2015,USA,9,Female,4
92595,2015,USA,80,Female,2
92596,2015,USA,13,Male,7
92597,2015,USA,12,Female,4
92598,2015,USA,64,Female,2
92599,2015,USA,14,Female,6
92600,2015,USA,10,Male,5
92601,2015,USA,19,Male,5
92602,2015,USA,79,Female,2
92603,2015,USA,70,Male,2
92604,2015,USA,18,Male,5
92605,2015,USA,21,Male,4
92606,2015,USA,18,Male,5
92607,2015,USA,9,Female,2
92608,2015,USA,24,Male,6
92609,2015,USA,60,Male,2
92610,2015,USA,26,Male,2
92611,2015,USA,9,Female,4
92612,2015,USA,11,Female,4
92613,2015,USA,80,Male,3
92614,2015,USA,43,Male,3
92615,2015,USA,34,Male,4
92616,2015,USA,5.40E-79,Male,3
92617,2015,USA,80,Male,1
92618,2015,USA,12,Male,3
92619,2015,USA,19,Female,6
92620,2015,USA,37,Male,5
92621,2015,USA,2,Female,4
92622,2015,USA,69,Female,1
92623,2015,USA,67,Female,2
92624,2015,USA,23,Female,2
92625,2015,USA,38,Female,5
92626,2015,USA,12,Female,7
92627,2015,USA,5,Male,2
92628,2015,USA,68,Male,3
92629,2015,USA,14,Male,6
92630,2015,USA,5.40E-79,Male,4
92631,2015,USA,80,Female,1
92632,2015,USA,16,Female,5
92633,2015,USA,34,Female,2
92634,2015,USA,23,Female,3
92635,2015,USA,1,Female,3
92636,2015,USA,80,Female,1
92637,2015,USA,5,Female,4
92638,2015,USA,13,Male,5
92639,2015,USA,1,Male,6
92640,2015,USA,2,Male,6
92641,2015,USA,56,Female,4
92642,2015,USA,34,Female,3
92643,2015,USA,16,Female,5
92644,2015,USA,51,Male,4
92645,2015,USA,60,Female,2
92646,2015,USA,10,Male,5
92647,2015,USA,65,Female,3
92648,2015,USA,56,Male,1
92649,2015,USA,78,Male,6
92650,2015,USA,1,Male,7
92651,2015,USA,33,Female,5
92652,2015,USA,5.40E-79,Female,4
92653,2015,USA,15,Female,2
92654,2015,USA,49,Male,1
92655,2015,USA,8,Female,5
92656,2015,USA,30,Male,2
92657,2015,USA,24,Female,4
92658,2015,USA,4,Female,2
92659,2015,USA,60,Female,2
92660,2015,USA,13,Male,5
92661,2015,USA,80,Female,6
92662,2015,USA,59,Female,2
92663,2015,USA,37,Female,4
92664,2015,USA,54,Male,1
92665,2015,USA,11,Male,7
92666,2015,USA,17,Male,4
92667,2015,USA,60,Female,2
92668,2015,USA,45,Female,4
92669,2015,USA,9,Female,4
92670,2015,USA,42,Female,6
92671,2015,USA,5.40E-79,Female,6
92672,2015,USA,1,Male,4
92673,2015,USA,5.40E-79,Female,3
92674,2015,USA,45,Female,5
92675,2015,USA,30,Female,5
92676,2015,USA,42,Male,5
92677,2015,USA,34,Male,4
92678,2015,USA,10,Male,5
92679,2015,USA,4,Male,3
92680,2015,USA,9,Female,5
92681,2015,USA,25,Female,5
92682,2015,USA,5,Male,5
92683,2015,USA,8,Female,5
92684,2015,USA,34,Female,4
92685,2015,USA,14,Female,4
92686,2015,USA,73,Male,1
92687,2015,USA,38,Female,4
92688,2015,USA,33,Male,1
92689,2015,USA,44,Male,2
92690,2015,USA,61,Female,7
92691,2015,USA,17,Male,5
92692,2015,USA,34,Male,3
92693,2015,USA,6,Male,3
92694,2015,USA,56,Male,2
92695,2015,USA,21,Female,3
92696,2015,USA,55,Male,2
92697,2015,USA,53,Male,3
92698,2015,USA,49,Male,1
92699,2015,USA,38,Male,3
92700,2015,USA,73,Female,7
92701,2015,USA,12,Female,6
92702,2015,USA,46,Male,5
92703,2015,USA,51,Female,2
92704,2015,USA,43,Male,1
92705,2015,USA,5.40E-79,Male,3
92706,2015,USA,26,Female,5
92707,2015,USA,6,Female,6
92708,2015,USA,5.40E-79,Female,3
92709,2015,USA,76,Male,1
92710,2015,USA,9,Female,5
92711,2015,USA,10,Male,5
92712,2015,USA,6,Male,4
92713,2015,USA,16,Male,7
92714,2015,USA,65,Male,2
92715,2015,USA,15,Female,6
92716,2015,USA,67,Male,3
92717,2015,USA,22,Female,5
92718,2015,USA,2,Female,5
92719,2015,USA,36,Male,1
92720,2015,USA,61,Female,2
92721,2015,USA,14,Male,4
92722,2015,USA,24,Male,3
92723,2015,USA,14,Female,7
92724,2015,USA,31,Male,7
92725,2015,USA,38,Male,7
92726,2015,USA,64,Male,1
92727,2015,USA,5.40E-79,Male,5
92728,2015,USA,80,Male,2
