t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2016-17,Ashanti,70547/13,,,,,1,,1,,,2,,1,,,1.609437912
2016-17,Ashanti,70547/14,,,,,,,1,,,,,,,,
2016-17,Ashanti,70547/15,,2,1,,,1,,1,,1,,,1,,1.945910149
2016-17,Ashanti,70548/01,,,,,,,,,,,,,,1,
2016-17,Ashanti,70548/02,,,1,,,1,,,1,1,2,1,,1,2.079441542
2016-17,Ashanti,70548/03,,,,,,,,,,,,,1,,
2016-17,Ashanti,70548/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70548/05,,,,,,,,,,,,,,1,
2016-17,Ashanti,70548/06,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70548/07,,,,,,1,,,,,,,,,
2016-17,Ashanti,70548/08,,,,,,1,,,,,,,,,
2016-17,Ashanti,70548/09,,,1,,1,,,,,,2,1,1,,1.791759469
2016-17,Ashanti,70548/10,,,1,1,,1,1,,3,1,1,,1,,2.302585093
2016-17,Ashanti,70548/11,,,1,1,2,1,1,,,,1,,,,1.945910149
2016-17,Ashanti,70548/12,,,1,1,1,,,,,1,1,,,,1.609437912
2016-17,Ashanti,70548/13,1,1,1,,1,,,,,,,2,1,,1.945910149
2016-17,Ashanti,70548/14,,1,,,,1,,,1,,,,1,,1.386294361
2016-17,Ashanti,70548/15,,1,,,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70549/01,,1,,2,,,1,,,,,1,,1,1.791759469
2016-17,Ashanti,70549/02,,,1,,1,1,,,,,1,,,1,1.609437912
2016-17,Ashanti,70549/03,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70549/04,,,,,,,1,,,,,,,,
2016-17,Ashanti,70549/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70549/06,,,,,2,1,,,,,,,,1,1.386294361
2016-17,Ashanti,70549/07,,,,,1,,1,,,,,,1,1,1.386294361
2016-17,Ashanti,70549/08,,,,1,1,1,,,,,1,,1,,1.609437912
2016-17,Ashanti,70549/09,,,,1,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70549/10,,1,,2,1,1,,,,1,,,1,,1.945910149
2016-17,Ashanti,70549/11,1,,,,1,,,,,,,,1,,1.098612289
2016-17,Ashanti,70549/12,,,,,,1,,,,,,,,,
2016-17,Ashanti,70549/13,1,,1,,,1,,1,1,1,,,1,,1.945910149
2016-17,Ashanti,70549/14,,1,1,,,1,,,,,,,1,,1.386294361
2016-17,Ashanti,70549/15,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70550/01,,,,,,,,,,,,1,,,
2016-17,Ashanti,70550/02,,,,,1,,,,,,,,,,
2016-17,Ashanti,70550/03,,1,,,1,,1,,,,,1,,,1.386294361
2016-17,Ashanti,70550/04,,,,,,1,,,,,,,,,
2016-17,Ashanti,70550/05,,1,,,,1,,,2,2,,,,,1.791759469
2016-17,Ashanti,70550/06,,,,,1,,,,,,,1,,,0.6931471806
2016-17,Ashanti,70550/07,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70550/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70550/09,,,,,,1,,1,1,,,,,,1.098612289
2016-17,Ashanti,70550/10,,,,,1,,,,,,,,,,
2016-17,Ashanti,70550/11,,,,1,1,1,1,,,,,1,,,1.609437912
2016-17,Ashanti,70550/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70550/13,,,,,1,,1,,,,,1,,,1.098612289
2016-17,Ashanti,70550/14,,,,,1,,1,,,,,,,1,1.098612289
2016-17,Ashanti,70550/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/01,,,,,1,,,,,,,,,,
2016-17,Ashanti,70551/02,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/03,,,,,1,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70551/04,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/05,,,,,,1,,1,1,,,,,,1.098612289
2016-17,Ashanti,70551/06,,,,,1,,,,,,,,,,
2016-17,Ashanti,70551/07,,,,,1,,,1,1,,,,1,,1.386294361
2016-17,Ashanti,70551/08,,,,1,,,1,,,,,1,,1,1.386294361
2016-17,Ashanti,70551/09,,,,,1,,,,,,,,,,
2016-17,Ashanti,70551/10,,,,,,1,,,1,1,,,,,1.098612289
2016-17,Ashanti,70551/11,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/12,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/13,,,,,,,1,,,,,,,,
2016-17,Ashanti,70551/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70551/15,,1,,1,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70552/01,,,,,1,1,,,,1,1,3,,,1.945910149
2016-17,Ashanti,70552/02,,,,,1,,,,1,,,,1,,1.098612289
2016-17,Ashanti,70552/03,,,,,,1,1,,,,,,,,0.6931471806
2016-17,Ashanti,70552/04,1,,,,1,,,,,,,,1,,1.098612289
2016-17,Ashanti,70552/05,,,1,,,,,,,,1,,1,,1.098612289
2016-17,Ashanti,70552/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70552/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70552/08,,,,,1,,,,1,1,,,1,,1.386294361
2016-17,Ashanti,70552/09,,,,,,,,,,,,1,,,
2016-17,Ashanti,70552/10,,,2,,1,1,,,1,,,1,1,,1.945910149
2016-17,Ashanti,70552/11,,,,,1,,,,,,,,,,
2016-17,Ashanti,70552/12,,,,1,,1,,,,,1,1,,,1.386294361
2016-17,Ashanti,70552/13,,,,,,1,,,,,,1,,,0.6931471806
2016-17,Ashanti,70552/14,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70552/15,1,2,1,,,1,,,,,,,1,,1.791759469
2016-17,Upper East,70553/01,1,,,,1,1,,,,,,1,,1,1.609437912
2016-17,Upper East,70553/02,,1,4,3,,1,,1,3,2,1,,1,,2.833213344
2016-17,Upper East,70553/03,,,1,,,1,,2,2,2,,,1,,2.197224577
2016-17,Upper East,70553/04,1,,,,1,,,,,,,1,,,1.098612289
2016-17,Upper East,70553/05,1,2,3,,2,1,1,1,,,,,1,,2.48490665
2016-17,Upper East,70553/06,,,,,,,,,,,,,,1,
2016-17,Upper East,70553/07,,1,,,,,1,,,1,1,,,,1.386294361
2016-17,Upper East,70553/08,,1,2,2,,1,1,,1,1,,1,,1,2.397895273
2016-17,Upper East,70553/09,1,2,1,1,,3,1,,2,2,1,1,,1,2.772588722
2016-17,Upper East,70553/10,1,1,,1,,1,1,,,1,,,1,,1.945910149
2016-17,Upper East,70553/11,,,,,,,1,,1,,1,,,,1.098612289
2016-17,Upper East,70553/12,1,2,1,,,1,,,1,1,,,1,,2.079441542
2016-17,Upper East,70553/13,1,,,,1,,,,2,,,,1,,1.609437912
2016-17,Upper East,70553/14,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Upper East,70553/15,,1,,1,,,1,,,1,1,1,,,1.791759469
2016-17,Ashanti,70554/01,,,1,,1,,,,1,,,,,,1.098612289
2016-17,Ashanti,70554/02,,,1,,,1,,1,,,,,,,1.098612289
2016-17,Ashanti,70554/03,,1,,1,,1,,,,,1,,1,,1.609437912
2016-17,Ashanti,70554/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70554/05,1,,,,,1,,1,,,,,1,,1.386294361
2016-17,Ashanti,70554/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70554/07,,,1,,1,1,,,,,1,,1,,1.609437912
2016-17,Ashanti,70554/08,,,,1,1,1,,,1,,1,,,1,1.791759469
2016-17,Ashanti,70554/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70554/10,,,,,,,1,,,,,,,,
2016-17,Ashanti,70554/11,1,,,1,,,1,,,,1,,1,,1.609437912
2016-17,Ashanti,70554/12,,1,,,,1,,,,1,1,,,1,1.609437912
2016-17,Ashanti,70554/13,,,,,2,1,1,,,,,,,,1.386294361
2016-17,Ashanti,70554/14,,,,,,,,,,,,,1,,
2016-17,Ashanti,70554/15,,1,,1,,1,,,,,,,,,1.098612289
2016-17,Ashanti,70555/01,,1,,,1,,,,2,,,,1,,1.609437912
2016-17,Ashanti,70555/02,,,,,,,,,,,,,,1,
2016-17,Ashanti,70555/03,,,,,1,,1,,1,,,,,,1.098612289
2016-17,Ashanti,70555/04,,,,1,,1,1,,,,,,,,1.098612289
2016-17,Ashanti,70555/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70555/06,,,,,1,1,,,,1,1,,,,1.386294361
2016-17,Ashanti,70555/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70555/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70555/09,,,,,,,,,,,,,,1,
2016-17,Ashanti,70555/10,,,,,1,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70555/11,,,,,,1,,,,1,,,1,,1.098612289
2016-17,Ashanti,70555/12,,,,1,1,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70555/13,,,,,1,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70555/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70555/15,,2,2,,,1,,,,,1,,1,,1.945910149
2016-17,Ashanti,70556/01,1,,,,1,,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70556/02,,,,,1,,1,,,,,1,,1,1.386294361
2016-17,Ashanti,70556/03,,,,,,1,,,1,,,,,,0.6931471806
2016-17,Ashanti,70556/04,1,,,1,,1,,,2,2,,,1,,2.079441542
2016-17,Ashanti,70556/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70556/06,,1,,,,1,,,1,,,,1,,1.386294361
2016-17,Ashanti,70556/07,,,,,,1,,,,,,,,,
2016-17,Ashanti,70556/08,1,,1,1,,1,,,1,,,,1,,1.791759469
2016-17,Ashanti,70556/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70556/10,,,,,,,,,,,,1,,,
2016-17,Ashanti,70556/11,,,,,,,1,,,1,1,3,,1,1.945910149
2016-17,Ashanti,70556/12,1,,1,,1,1,,,,,2,,,1,1.945910149
2016-17,Ashanti,70556/13,,2,1,,,1,,2,,,,,,,1.791759469
2016-17,Ashanti,70556/14,,,,1,,,,,,1,,2,,,1.386294361
2016-17,Ashanti,70556/15,,1,,,,,1,,1,,,,1,,1.386294361
2016-17,Ashanti,70557/01,,,,,,,,,1,,,1,,,0.6931471806
2016-17,Ashanti,70557/02,,,,,,,1,,,,,,,,
2016-17,Ashanti,70557/03,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70557/04,,,,,,,,,,,,,,1,
2016-17,Ashanti,70557/05,,,,,,,3,,,,,,,1,1.386294361
2016-17,Ashanti,70557/06,,1,1,,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70557/07,,,,1,,,1,,,1,,,,,1.098612289
2016-17,Ashanti,70557/09,,,1,,,,1,,1,,1,,,1,1.609437912
2016-17,Ashanti,70557/10,1,,2,,,1,,,,,,,1,,1.609437912
2016-17,Ashanti,70557/11,1,1,,,,,,1,,,,,1,,1.386294361
2016-17,Ashanti,70557/12,,,,,,1,,,2,,,,,1,1.386294361
2016-17,Ashanti,70557/14,,,,,,,,,,,,,1,,
2016-17,Ashanti,70557/15,,1,,,1,,1,,,,1,,,,1.386294361
2016-17,Ashanti,70558/01,,,1,,2,1,,,,,1,,,,1.609437912
2016-17,Ashanti,70558/02,,,1,1,2,1,,,,,1,,,,1.791759469
2016-17,Ashanti,70558/03,,,,1,,1,,,1,1,,,1,,1.609437912
2016-17,Ashanti,70558/04,,,,,,,1,,,,,,,,
2016-17,Ashanti,70558/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70558/06,,,,,,,1,,,,,,,,
2016-17,Ashanti,70558/07,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70558/08,,,,1,2,,,,,,,,,,1.098612289
2016-17,Ashanti,70558/09,,,,2,1,1,,1,,1,,,1,,1.945910149
2016-17,Ashanti,70558/10,,,1,,1,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70558/11,,,,,,,,,,,,,1,,
2016-17,Ashanti,70558/12,,,,,1,,1,,,,,3,,1,1.791759469
2016-17,Ashanti,70558/13,,,,,1,,,1,1,,,,1,,1.386294361
2016-17,Ashanti,70558/14,,1,,1,,1,1,,,,,1,,,1.609437912
2016-17,Ashanti,70558/15,1,1,,,,1,,,1,,,,1,,1.609437912
2016-17,Ashanti,70559/01,,,1,2,,,1,,,,,2,,1,1.945910149
2016-17,Ashanti,70559/02,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70559/03,,,,,,,,,,,,,,1,
2016-17,Ashanti,70559/04,1,,1,,,1,,,1,,1,,,,1.609437912
2016-17,Ashanti,70559/05,,,,,1,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70559/06,,,,1,,1,,,,,,1,1,,1.386294361
2016-17,Ashanti,70559/07,,1,,,,,1,,,,1,,,,1.098612289
2016-17,Ashanti,70559/08,,1,1,,,,1,,,,3,,1,,1.945910149
2016-17,Ashanti,70559/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70559/10,,,,,1,,1,,,1,1,2,1,,1.945910149
2016-17,Ashanti,70559/11,,,,,,,,,,,,,1,,
2016-17,Ashanti,70559/12,,,,,,,1,,,,,,,,
2016-17,Ashanti,70559/13,,,,1,,,1,,,,,1,,,1.098612289
2016-17,Ashanti,70559/14,,,,,1,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70559/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70560/01,,1,,,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70560/02,,,,,1,,,,,1,,,1,,1.098612289
2016-17,Ashanti,70560/03,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70560/04,,,,,,,,,,,,1,,,
2016-17,Ashanti,70560/05,1,,,,,1,,1,,,,1,,,1.386294361
2016-17,Ashanti,70560/06,,,,,1,,,,,,,,,,
2016-17,Ashanti,70560/07,,1,,,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70560/08,,,,,,,1,,1,,,,,,0.6931471806
2016-17,Ashanti,70560/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70560/10,1,1,1,2,,1,,,1,,,,1,,2.079441542
2016-17,Ashanti,70560/11,,,,1,2,1,,1,2,1,1,,,1,2.302585093
2016-17,Ashanti,70560/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70560/13,,,,,1,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70560/14,,,,2,,1,,,2,1,,2,,1,2.197224577
2016-17,Ashanti,70560/15,,,1,,1,1,1,,,1,,,,,1.609437912
2016-17,Ashanti,70561/01,,1,,,1,,,,1,1,,,1,,1.609437912
2016-17,Ashanti,70561/02,,4,,,1,1,1,,,2,1,,,1,2.397895273
2016-17,Ashanti,70561/03,1,1,1,,,1,,,,,,,,,1.386294361
2016-17,Ashanti,70561/04,1,,,,,1,,,,,,,1,,1.098612289
2016-17,Ashanti,70561/05,,,,,1,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70561/06,,,,,,,,,,1,1,,,1,1.098612289
2016-17,Ashanti,70561/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70561/08,,1,,,,,1,,,2,,,,,1.386294361
2016-17,Ashanti,70561/09,,,,,,,,,,,,1,,,
2016-17,Ashanti,70561/10,,2,,,1,1,,,,,1,,,1,1.791759469
2016-17,Ashanti,70561/11,,,,,1,,,,,,,1,,,0.6931471806
2016-17,Ashanti,70561/12,,,,,,,,,,,,1,,,
2016-17,Ashanti,70561/13,,,,,,1,1,,,,,,,1,1.098612289
2016-17,Ashanti,70561/14,,,,,1,,,1,1,,,,1,,1.386294361
2016-17,Ashanti,70561/15,,2,,,,,1,1,,,,,,1,1.609437912
2016-17,Ashanti,70562/01,,,,,,1,,,,,,,,,
2016-17,Ashanti,70562/02,,,,,,,1,,,,,,,,
2016-17,Ashanti,70562/03,,,,,,,1,,,,,1,,,0.6931471806
2016-17,Ashanti,70562/04,,,,,,,,,,,,1,,,
2016-17,Ashanti,70562/05,,,,,,,1,,,,,1,1,,1.098612289
2016-17,Ashanti,70562/06,,2,1,,,1,,,1,1,,,1,,1.945910149
2016-17,Ashanti,70562/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70562/08,,,,,,,,,,,,1,1,,0.6931471806
2016-17,Ashanti,70562/09,,,2,,,,,,,,1,,,1,1.386294361
2016-17,Ashanti,70562/10,,,,,,,,,,,,,,1,
2016-17,Ashanti,70562/11,,,,,1,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70562/12,,,,,,,,,,,,1,,,
2016-17,Ashanti,70562/13,,,,,1,,,,,,,,,,
2016-17,Ashanti,70562/14,1,1,1,,,1,,,1,,,,,1,1.791759469
2016-17,Ashanti,70562/15,,,,,2,,1,,,,,,,,1.098612289
2016-17,Ashanti,70563/01,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70563/02,,,,,,1,,,,,,2,,,1.098612289
2016-17,Ashanti,70563/03,,,,,,,1,,,,,1,,,0.6931471806
2016-17,Ashanti,70563/04,,,,,,1,,,,,,,,,
2016-17,Ashanti,70563/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70563/06,,1,1,2,,1,,,,1,,1,1,,2.079441542
2016-17,Ashanti,70563/07,1,1,1,,1,,,,,,,,1,,1.609437912
2016-17,Ashanti,70563/08,,,,,,,,,,,,2,,,0.6931471806
2016-17,Ashanti,70563/09,1,1,,,1,1,,,,,,,,,1.386294361
2016-17,Ashanti,70563/10,,,,,,,,,,,,1,,,
2016-17,Ashanti,70563/11,,,,,,,,,,,,1,,,
2016-17,Ashanti,70563/12,,1,1,,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70563/13,,,,1,,,2,,,,1,1,,,1.609437912
2016-17,Ashanti,70563/14,,1,,,,1,,1,,,,,,,1.098612289
2016-17,Ashanti,70563/15,,,,,,,1,,,,,,1,,0.6931471806
2016-17,Ashanti,70564/02,,,1,,1,,,,,,,1,1,,1.386294361
2016-17,Ashanti,70564/03,,,,,1,,,,,,,,,,
2016-17,Ashanti,70564/04,,,,,,,1,,,,,,,,
2016-17,Ashanti,70564/05,,,,,,1,1,,1,1,,,,,1.386294361
2016-17,Ashanti,70564/06,,,,,1,1,1,,1,,1,1,,,1.791759469
2016-17,Ashanti,70564/07,,1,,,,1,1,,1,1,,1,,1,1.945910149
2016-17,Ashanti,70564/08,1,,,,,,1,,1,,,,,,1.098612289
2016-17,Ashanti,70564/09,,,1,,,1,,1,1,,,,,,1.386294361
2016-17,Ashanti,70564/10,1,,,,,1,,,1,,,,,,1.098612289
2016-17,Ashanti,70564/11,,,,,1,,1,,1,,1,3,,1,2.079441542
2016-17,Ashanti,70564/12,,,,1,,1,,,,,1,,,,1.098612289
2016-17,Ashanti,70564/13,,1,,,1,,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70564/14,,1,,,1,,,1,,,,,,,1.098612289
2016-17,Ashanti,70564/15,,1,,,,,1,,1,,,,,,1.098612289
2016-17,Ashanti,70565/01,,,,,1,,1,,,,,1,,1,1.386294361
2016-17,Ashanti,70565/02,,,1,,1,1,,,1,,,,,1,1.609437912
2016-17,Ashanti,70565/03,,1,,,,1,,,,,1,,1,,1.386294361
2016-17,Ashanti,70565/04,,,,,1,,,,,,,,1,,0.6931471806
2016-17,Ashanti,70565/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70565/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70565/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70565/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70565/09,,,2,,1,,,,2,1,,,1,,1.945910149
2016-17,Ashanti,70565/10,,1,,,,1,1,,1,3,1,,1,,2.197224577
2016-17,Ashanti,70565/11,,,,1,1,,1,1,,,1,,,1,1.791759469
2016-17,Ashanti,70565/12,,,,,,1,,,,,1,,,1,1.098612289
2016-17,Ashanti,70565/13,,,,,,,,,,,,1,,,
2016-17,Ashanti,70565/14,,1,,,,1,,,1,,,,,,1.098612289
2016-17,Ashanti,70565/15,,1,,,,,1,,,,1,,,,1.098612289
2016-17,Ashanti,70566/01,,,,,,,1,,,,,,,,
2016-17,Ashanti,70566/02,,,,,,,,,,,,,1,,
2016-17,Ashanti,70566/03,,,,1,2,1,,,,,,,,,1.386294361
2016-17,Ashanti,70566/04,,,1,,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70566/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70566/06,1,,,,,1,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70566/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70566/08,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70566/09,,,,1,1,1,,1,,1,,,1,,1.791759469
2016-17,Ashanti,70566/10,1,1,,1,1,1,,,,1,,,,,1.791759469
2016-17,Ashanti,70566/11,,,,1,,,,,,,,1,,,0.6931471806
2016-17,Ashanti,70566/12,1,2,,,1,,,,1,,,,1,,1.791759469
2016-17,Ashanti,70566/13,,,,,1,1,,,1,1,3,1,,1,2.197224577
2016-17,Ashanti,70566/14,,,,,1,,,,,,,,,,
2016-17,Ashanti,70566/15,1,1,1,1,3,1,,,,1,1,,,1,2.397895273
2016-17,Ashanti,70567/01,,,,1,,,1,,,,1,,,1,1.386294361
2016-17,Ashanti,70567/02,1,,1,,,1,,,,,1,,1,,1.609437912
2016-17,Ashanti,70567/03,,,,,,,,,,,,1,,,
2016-17,Ashanti,70567/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70567/05,1,,,,1,,,,,,,,1,,1.098612289
2016-17,Ashanti,70567/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70567/07,,,,,1,,,,,,,,1,,0.6931471806
2016-17,Ashanti,70567/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70567/09,,,,,,1,,,,2,,,,,1.098612289
2016-17,Ashanti,70567/10,,,,,1,,,,,,,,,,
2016-17,Ashanti,70567/11,,,,,,,,,,,,1,,,
2016-17,Ashanti,70567/12,,,,,,,,,,,,1,,,
2016-17,Ashanti,70567/13,,,,,,,1,,,1,1,,,,1.098612289
2016-17,Ashanti,70567/14,,,,1,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70567/15,,,1,,,,1,,,1,,,,,1.098612289
2016-17,Ashanti,70568/01,,1,,,2,,,,,,,1,,,1.386294361
2016-17,Ashanti,70568/02,,,,,2,,1,,,,,,,1,1.386294361
2016-17,Ashanti,70568/03,,,,1,,,,,,,,1,,,0.6931471806
2016-17,Ashanti,70568/04,,,,,,,,,,,,1,,,
2016-17,Ashanti,70568/05,,,1,,1,,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70568/06,1,,,,1,,,1,,1,,,1,,1.609437912
2016-17,Ashanti,70568/07,,,,,,1,,1,1,,,,1,,1.386294361
2016-17,Ashanti,70568/08,,,2,,,1,,1,1,,,,,,1.609437912
2016-17,Ashanti,70568/09,,,,,1,1,,,,,1,4,,1,2.079441542
2016-17,Ashanti,70568/10,,,1,,1,1,1,,,,,,1,,1.609437912
2016-17,Ashanti,70568/11,,,,,,,,,,,,1,,,
2016-17,Ashanti,70568/12,,1,,,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70568/13,,,1,,,2,,,1,,,,,,1.386294361
2016-17,Ashanti,70568/14,1,,,,,1,,,1,,,,1,,1.386294361
2016-17,Ashanti,70568/15,,,,1,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70569/01,1,,1,,,,1,,1,,1,1,,1,1.945910149
2016-17,Ashanti,70569/02,,,1,1,,,1,,,,1,,,1,1.609437912
2016-17,Ashanti,70569/03,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70569/04,1,,,,,1,,1,,,,1,1,,1.609437912
2016-17,Ashanti,70569/05,,2,,,1,,1,1,,,,1,1,,1.945910149
2016-17,Ashanti,70569/06,,1,1,1,1,1,,,,,,,,1,1.791759469
2016-17,Ashanti,70569/07,,1,,,3,,1,,,,,1,,1,1.945910149
2016-17,Ashanti,70569/08,,,2,1,1,1,,,,1,,,,1,1.945910149
2016-17,Ashanti,70569/09,,2,,,,1,,,,1,,,,,1.386294361
2016-17,Ashanti,70569/10,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70569/11,,,,,,,,,,,,,1,,
2016-17,Ashanti,70569/12,,2,,1,1,,,,,1,,,1,,1.791759469
2016-17,Ashanti,70569/13,,,,,,1,1,,,,,3,,,1.609437912
2016-17,Ashanti,70569/14,1,,1,,,1,,,,,,,1,,1.386294361
2016-17,Ashanti,70569/15,1,,,,1,,,,,,,,1,,1.098612289
2016-17,Ashanti,70570/01,,,,,,,,,,,,1,,,
2016-17,Ashanti,70570/02,,4,,,,1,,1,,,,,1,,1.945910149
2016-17,Ashanti,70570/03,1,,,,1,,,,,,,1,,,1.098612289
2016-17,Ashanti,70570/04,,,,1,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70570/05,1,1,,,1,,,1,,,,,1,,1.609437912
2016-17,Ashanti,70570/06,,,,,,1,,2,,1,,,1,,1.609437912
2016-17,Ashanti,70570/07,,,,,,,1,,,,,,,,
2016-17,Ashanti,70570/08,,,,1,1,,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70570/09,,,,,,,1,,,,,1,,,0.6931471806
2016-17,Ashanti,70570/10,1,,,,1,,,1,,,,,1,,1.386294361
2016-17,Ashanti,70570/11,,,1,,,1,,1,,2,1,,,,1.791759469
2016-17,Ashanti,70570/12,3,1,,1,,1,1,,,,,,,,1.945910149
2016-17,Ashanti,70570/13,,,,,,,1,,,,,,,,
2016-17,Ashanti,70570/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70570/15,,,,,,1,,,1,1,1,,1,,1.609437912
2016-17,Ashanti,70571/02,,,,,,,1,,,,,,,,
2016-17,Ashanti,70571/03,,,,1,2,1,,,,1,1,,,,1.791759469
2016-17,Ashanti,70571/04,,,,,,,,,,,,1,,,
2016-17,Ashanti,70571/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70571/06,,,,,1,,,,,,,,,,
2016-17,Ashanti,70571/07,1,,,,1,,,,,,,1,,,1.098612289
2016-17,Ashanti,70571/08,,,,,,,,,,,,1,,,
2016-17,Ashanti,70571/09,,,,,1,,,,,,,,,,
2016-17,Ashanti,70571/10,,,,,,,,,,,,1,,,
2016-17,Ashanti,70571/11,,,,,,1,,,1,,1,1,1,,1.609437912
2016-17,Ashanti,70571/12,,1,,,,1,,2,,2,,,,,1.791759469
2016-17,Ashanti,70571/13,,,,,,,,,,,1,1,,,0.6931471806
2016-17,Ashanti,70571/14,1,,,,1,,,1,,,,,1,,1.386294361
2016-17,Ashanti,70571/15,,,,,1,,,,,,,,1,,0.6931471806
2016-17,Ashanti,70572/01,,,,,,,,,,,,1,,,
2016-17,Ashanti,70572/02,1,1,,,1,,,,,,,,1,,1.386294361
2016-17,Ashanti,70572/03,,,,,,,,,,,,1,,,
2016-17,Ashanti,70572/04,1,,,1,,1,,,,1,1,,1,,1.791759469
2016-17,Ashanti,70572/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70572/06,1,,,1,,1,,,,1,,,,,1.386294361
2016-17,Ashanti,70572/07,,,,,,1,,2,2,1,,,1,,1.945910149
2016-17,Ashanti,70572/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70572/09,,,,,,,,,2,,,,1,,1.098612289
2016-17,Ashanti,70572/10,,,,,,,1,,2,,,,,,1.098612289
