t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2016-17,Ashanti,70572/11,1,,,,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70572/12,,,,,,1,,,1,2,,,,,1.386294361
2016-17,Ashanti,70572/13,,,,1,,1,,,,1,1,,,,1.386294361
2016-17,Ashanti,70572/14,,,,,,1,,,,1,,,,,0.6931471806
2016-17,Ashanti,70572/15,,,,,,,,,,,,,1,,
2016-17,Ashanti,70573/01,,2,,,,1,,,,2,1,,1,,1.945910149
2016-17,Ashanti,70573/02,1,1,,,1,,,,,,,1,,,1.386294361
2016-17,Ashanti,70573/03,,,,,,1,,,,,,3,,1,1.609437912
2016-17,Ashanti,70573/04,,,,1,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70573/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70573/06,,1,1,,1,1,,,1,,,3,,1,2.197224577
2016-17,Ashanti,70573/07,,1,,,,,1,,,,1,,,,1.098612289
2016-17,Ashanti,70573/08,1,,,,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70573/09,,,1,,1,1,,1,,,1,,1,,1.791759469
2016-17,Ashanti,70573/10,,,,1,,1,,,,,1,1,1,,1.609437912
2016-17,Ashanti,70573/11,,,,,1,,,2,1,,,,1,,1.609437912
2016-17,Ashanti,70573/12,,2,,1,,1,,,,1,1,,,1,1.945910149
2016-17,Ashanti,70573/13,1,,,,1,,,1,,,,,,,1.098612289
2016-17,Ashanti,70573/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70573/15,,,,,1,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70574/01,,,,,,,1,,,,,,,,
2016-17,Ashanti,70574/02,1,1,1,,,1,,,,,,,1,,1.609437912
2016-17,Ashanti,70574/03,,,,1,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70574/04,2,,,,1,,,,,,,1,,,1.386294361
2016-17,Ashanti,70574/05,,1,,,1,,,1,,,,,1,,1.386294361
2016-17,Ashanti,70574/06,,,,1,,1,,,,1,1,1,,,1.609437912
2016-17,Ashanti,70574/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70574/08,,,,,,1,,,1,1,,,,1,1.386294361
2016-17,Ashanti,70574/09,,,,,,,1,,,,1,1,,,1.098612289
2016-17,Ashanti,70574/10,,,,,,1,1,,,,,,,,0.6931471806
2016-17,Ashanti,70574/11,,1,,,1,,,1,,,,1,,,1.386294361
2016-17,Ashanti,70574/12,,,,,1,,,,,,,,,1,0.6931471806
2016-17,Ashanti,70574/13,,1,1,,,1,,,1,,1,,1,,1.791759469
2016-17,Ashanti,70574/14,,1,,,1,,,,,,,,1,,1.098612289
2016-17,Ashanti,70574/15,,1,,,1,,,1,1,1,,,1,,1.791759469
2016-17,Ashanti,70575/01,1,,,,1,,,,1,1,,,1,,1.609437912
2016-17,Ashanti,70575/02,1,1,,,1,,,1,,,,1,,,1.609437912
2016-17,Ashanti,70575/03,,,,,1,,,,,1,,,1,,1.098612289
2016-17,Ashanti,70575/04,,,,,1,,,,,,,,,,
2016-17,Ashanti,70575/05,,,,,,,,,,,,,,1,
2016-17,Ashanti,70575/06,,,,,,,,,,,,,,1,
2016-17,Ashanti,70575/07,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70575/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70575/09,,,,,1,,,1,,,,,,,0.6931471806
2016-17,Ashanti,70575/10,,,1,1,,1,,1,1,,,,,,1.609437912
2016-17,Ashanti,70575/11,,,1,,,1,,1,1,1,1,,1,,1.945910149
2016-17,Ashanti,70575/12,,,,,,,1,,,,,,,,
2016-17,Ashanti,70575/13,2,,,,1,,,,,,,,,,1.098612289
2016-17,Ashanti,70575/14,,,,,1,,,,,,,,,,
2016-17,Ashanti,70575/15,,,,,1,,,,,,,,,,
2016-17,Ashanti,70576/01,,,,,,,,,,,,1,,,
2016-17,Ashanti,70576/02,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70576/03,,,,,,,,,,,,,1,,
2016-17,Ashanti,70576/04,,1,,,,1,,,,,,,,1,1.098612289
2016-17,Ashanti,70576/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70576/06,,,1,1,,,1,,,,,1,,,1.386294361
2016-17,Ashanti,70576/07,,,,,1,,,,,,,1,,,0.6931471806
2016-17,Ashanti,70576/08,,,,,1,,,1,1,,,,,,1.098612289
2016-17,Ashanti,70576/09,,1,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70576/10,,,,,,,,,,,,,1,,
2016-17,Ashanti,70576/11,,,,,,,1,,,,,,,,
2016-17,Ashanti,70576/12,,,,,,1,,,,1,,,1,,1.098612289
2016-17,Ashanti,70576/13,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70576/14,,,,,,1,1,1,,,,,,,1.098612289
2016-17,Ashanti,70576/15,1,,,1,,,,,,,,,,,0.6931471806
2016-17,Ashanti,70577/01,,,,,,,,,,,,1,,,
2016-17,Ashanti,70577/02,,,,1,1,1,,,,1,1,2,1,,2.079441542
2016-17,Ashanti,70577/03,,,2,,1,,,,,,,,1,,1.386294361
2016-17,Ashanti,70577/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70577/05,,,,,,,1,,,,,,,,
2016-17,Ashanti,70577/06,,1,,1,2,1,,,,,,,,,1.609437912
2016-17,Ashanti,70577/07,,1,1,,,1,,,,,1,,,,1.386294361
2016-17,Ashanti,70577/08,,1,1,,,1,,,,,,,,,1.098612289
2016-17,Ashanti,70577/09,,,,,,1,,,,,1,1,,1,1.386294361
2016-17,Ashanti,70577/10,,,,1,,,,1,,,,1,,,1.098612289
2016-17,Ashanti,70577/11,,,,,,1,,,,,1,,,1,1.098612289
2016-17,Ashanti,70577/12,,,,,1,,,1,,,,,,,0.6931471806
2016-17,Ashanti,70577/13,,,,,,,,,,,,,1,,
2016-17,Ashanti,70577/14,,,,,,,1,,,,1,,,,0.6931471806
2016-17,Ashanti,70577/15,,,,,1,,,1,1,,,1,,,1.386294361
2016-17,Ashanti,70578/01,,,,,,,1,,,,,,,,
2016-17,Ashanti,70578/02,,,,,,,1,,,,,,,,
2016-17,Ashanti,70578/03,1,,1,,,1,,,,,,,,,1.098612289
2016-17,Ashanti,70578/04,,1,,,1,,,1,,,,,,,1.098612289
2016-17,Ashanti,70578/05,,,,,,,1,,,,1,,,1,1.098612289
2016-17,Ashanti,70578/06,,1,,,1,,,1,,,,1,,,1.386294361
2016-17,Ashanti,70578/07,,1,1,,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70578/08,,,,,,,,,,,,,,1,
2016-17,Ashanti,70578/09,,,2,,,,1,,,1,,,,1,1.609437912
2016-17,Ashanti,70578/10,2,,1,,2,,1,,1,1,2,,,1,2.397895273
2016-17,Ashanti,70578/11,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70578/12,,,,,,,1,,,,,,,,
2016-17,Ashanti,70578/13,,,,1,,1,,,,1,,1,,,1.386294361
2016-17,Ashanti,70578/14,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70578/15,1,,,1,,,,,,,,,,,0.6931471806
2016-17,Ashanti,70579/01,,,1,,1,1,,1,1,,1,,,1,1.945910149
2016-17,Ashanti,70579/02,,,,,,1,,,,,,,,1,0.6931471806
2016-17,Ashanti,70579/03,,,,,,1,,,,1,2,1,,1,1.791759469
2016-17,Ashanti,70579/04,,,,,1,,,1,1,1,,,1,,1.609437912
2016-17,Ashanti,70579/05,1,2,,,1,,1,,1,1,,,1,,2.079441542
2016-17,Ashanti,70579/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70579/07,1,,,1,,1,1,,,,,,,,1.386294361
2016-17,Ashanti,70579/08,,,,,,,1,,,1,2,1,,,1.609437912
2016-17,Ashanti,70579/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70579/10,,,,,,,1,,,,,,1,,0.6931471806
2016-17,Ashanti,70579/11,,,,,,,,,,,,,1,,
2016-17,Ashanti,70579/12,,,1,,1,1,,,,,1,1,1,,1.791759469
2016-17,Ashanti,70579/13,,,,,,1,,2,2,,1,,1,,1.945910149
2016-17,Ashanti,70579/15,,,,1,1,1,,2,1,,,,,1,1.945910149
2016-17,Ashanti,70580/01,,,,,,,,,,,,,1,,
2016-17,Ashanti,70580/02,,,,,,,,,,,,,1,,
2016-17,Ashanti,70580/03,,,,,,,1,,,,1,,,1,1.098612289
2016-17,Ashanti,70580/04,1,1,,,1,,,,1,1,,1,,,1.791759469
2016-17,Ashanti,70580/05,,,,,,,1,,,1,,,,1,1.098612289
2016-17,Ashanti,70580/06,1,1,1,,,,1,,,,,,,,1.386294361
2016-17,Ashanti,70580/07,,1,1,,,1,,,,,1,,1,,1.609437912
2016-17,Ashanti,70580/08,1,2,,,,1,,1,,,,,1,,1.791759469
2016-17,Ashanti,70580/09,,,,,,1,,,,2,,,1,,1.386294361
2016-17,Ashanti,70580/10,,1,,,1,,,1,,,,,1,,1.386294361
2016-17,Ashanti,70580/11,,,1,1,,1,,,,1,,,1,,1.609437912
2016-17,Ashanti,70580/12,,,,,,,,,,,,,,1,
2016-17,Ashanti,70580/13,,,1,,1,,1,1,,1,3,,1,,2.197224577
2016-17,Ashanti,70580/14,1,,,,1,,,,2,,,,1,,1.609437912
2016-17,Ashanti,70580/15,,,,,,,1,,,,,,1,,0.6931471806
2016-17,Ashanti,70581/01,,,,,,,1,,,,,3,,,1.386294361
2016-17,Ashanti,70581/02,1,1,,,,1,,,3,,,,1,,1.945910149
2016-17,Ashanti,70581/03,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70581/04,,,,,1,,,1,,,,,,,0.6931471806
2016-17,Ashanti,70581/05,,,,,,,,,,,,1,,,
2016-17,Ashanti,70581/06,1,1,,,1,,,1,1,,,,1,,1.791759469
2016-17,Ashanti,70581/07,,,,,,,,,,,,,1,,
2016-17,Ashanti,70581/08,,1,,,,1,,,,1,,1,,,1.386294361
2016-17,Ashanti,70581/09,,,,,,,,,,,,,,1,
2016-17,Ashanti,70581/10,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70581/11,,,,,,,,,,,,,1,,
2016-17,Ashanti,70581/13,,,,,,,,,,,,1,,,
2016-17,Ashanti,70581/14,,,1,1,,1,,,1,,,,1,,1.609437912
2016-17,Ashanti,70582/01,,,,,2,,,1,,,,,,,1.098612289
2016-17,Ashanti,70582/02,,,,,1,,,,,,,,,,
2016-17,Ashanti,70582/03,,2,,,1,,,,,,,,,,1.098612289
2016-17,Ashanti,70582/04,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70582/05,,,,,,,,,,,,,1,,
2016-17,Ashanti,70582/06,,,,,,,,,,,,,1,,
2016-17,Ashanti,70582/07,,,,,1,1,,,1,1,1,,,,1.609437912
2016-17,Ashanti,70582/08,1,2,,,1,,,,,,,1,,,1.609437912
2016-17,Ashanti,70582/09,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70582/10,,,,1,,,,,,,,,,,
2016-17,Ashanti,70582/11,,,,1,,,1,,,,,1,,,1.098612289
2016-17,Ashanti,70582/12,,,,,,,,,,,,,,1,
2016-17,Ashanti,70582/13,,2,,,1,,,,,,,,,,1.098612289
2016-17,Ashanti,70582/14,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70583/01,3,2,,1,2,,1,,1,2,,,,,2.48490665
2016-17,Ashanti,70583/02,,,,,,,,,,,,1,,,
2016-17,Ashanti,70583/03,,,,,,,,,,,,,1,,
2016-17,Ashanti,70583/04,,,,,1,,1,,,,,,,1,1.098612289
2016-17,Ashanti,70583/05,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70583/06,,2,,,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70583/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70583/08,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70583/09,,,,,1,,,,,,,,,,
2016-17,Ashanti,70583/10,1,,,1,,,,,,,,1,,,1.098612289
2016-17,Ashanti,70583/11,,2,,,1,,,,,,,,,,1.098612289
2016-17,Ashanti,70583/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70583/13,,,,1,,,,2,,,,,,,1.098612289
2016-17,Ashanti,70583/14,,,,,1,,,,,,,,,,
2016-17,Ashanti,70583/15,,,,,,1,,,,,,,,,
2016-17,Ashanti,70584/01,,1,,,,,1,,,,,,1,,1.098612289
2016-17,Ashanti,70584/02,1,1,1,1,,1,,,,1,1,,1,,2.079441542
2016-17,Ashanti,70584/03,,,1,1,,1,,,,,,,1,,1.386294361
2016-17,Ashanti,70584/04,1,,2,2,,1,,,,1,,,1,,2.079441542
2016-17,Ashanti,70584/05,,,1,,1,,,1,2,,,,,,1.609437912
2016-17,Ashanti,70584/07,,,,,,,,,,,,,1,,
2016-17,Ashanti,70584/08,,,,1,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70584/09,,1,,1,1,,1,,,,,,,,1.386294361
2016-17,Ashanti,70584/10,,,1,1,,1,,,1,1,1,,1,,1.945910149
2016-17,Ashanti,70584/11,,2,,,,1,,,,2,,,1,,1.791759469
2016-17,Ashanti,70584/12,,1,2,,,1,,,,,,,1,,1.609437912
2016-17,Ashanti,70584/13,,,,,,,,,,,,,1,,
2016-17,Ashanti,70584/14,,,1,,,1,,,,,,,1,,1.098612289
2016-17,Ashanti,70584/15,,,1,,1,1,,1,,,1,,1,,1.791759469
2016-17,Ashanti,70585/01,,,1,,,1,,,,1,2,,,,1.609437912
2016-17,Ashanti,70585/02,,,,,,1,,,,1,,,,,0.6931471806
2016-17,Ashanti,70585/03,,,,,,,,,,,,,1,,
2016-17,Ashanti,70585/04,,1,,,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70585/05,,,,,,,1,1,,,,,,,0.6931471806
2016-17,Ashanti,70585/06,,,,1,,1,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70585/07,,,,,,,1,,,,,,,,
2016-17,Ashanti,70585/08,,,,,,,1,,,,,,1,,0.6931471806
2016-17,Ashanti,70585/09,,,,,,,,,,,,1,,,
2016-17,Ashanti,70585/10,,,,,,1,,1,,1,1,,1,,1.609437912
2016-17,Ashanti,70585/11,,1,1,,,1,,1,,,1,1,1,,1.945910149
2016-17,Ashanti,70585/12,1,,,,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70585/13,,,,,1,,,,,,,,,,
2016-17,Ashanti,70585/15,,,,,1,,,1,,,,,,,0.6931471806
2016-17,Ashanti,70586/01,,,,,,,1,,,,,,,,
2016-17,Ashanti,70586/02,1,2,,,1,,,,,,,1,,,1.609437912
2016-17,Ashanti,70586/03,,,,,,,1,,,,,,,,
2016-17,Ashanti,70586/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70586/05,,,,,,,1,,,,,,,,
2016-17,Ashanti,70586/06,2,,,,1,,,,,,,1,,,1.386294361
2016-17,Ashanti,70586/07,1,,,,1,,,,1,,,,1,,1.386294361
2016-17,Ashanti,70586/08,,,,,1,,,2,,,,,,,1.098612289
2016-17,Ashanti,70586/09,,,2,1,,1,,,,,,,,1,1.609437912
2016-17,Ashanti,70586/10,1,1,,,,1,,1,,,,,1,,1.609437912
2016-17,Ashanti,70586/11,,,,1,,1,,,1,,,,1,,1.386294361
2016-17,Ashanti,70586/12,,,2,1,1,1,,,,,2,,1,,2.079441542
2016-17,Ashanti,70586/13,,,,,,1,,1,1,1,,,,,1.386294361
2016-17,Ashanti,70586/14,1,,,1,1,,,,,1,2,,1,,1.945910149
2016-17,Ashanti,70586/15,,,,,1,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70587/01,,,,,,,2,,,,,,,,0.6931471806
2016-17,Ashanti,70587/02,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70587/03,1,,1,,1,,,,1,,,1,,,1.609437912
2016-17,Ashanti,70587/04,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70587/05,1,,,,1,,,1,1,,,1,,,1.609437912
2016-17,Ashanti,70587/06,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70587/07,,1,1,,1,1,,,1,,,,,,1.609437912
2016-17,Ashanti,70587/08,1,1,,,1,,,,,,,1,,,1.386294361
2016-17,Ashanti,70587/09,,,,,,,,,,,,1,,,
2016-17,Ashanti,70587/10,,,,,,,1,,,,,,,,
2016-17,Ashanti,70587/11,,1,,,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70587/12,,,,1,,1,,1,,,,,,,1.098612289
2016-17,Ashanti,70587/13,,,,,,,2,,,,,,,,0.6931471806
2016-17,Ashanti,70587/14,,,,,,,1,,,,1,2,,1,1.609437912
2016-17,Ashanti,70587/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70588/01,,,1,,,1,,1,2,1,1,1,,1,2.197224577
2016-17,Ashanti,70588/02,2,,,,2,1,,2,,,,,,1,2.079441542
2016-17,Ashanti,70588/03,,,2,,,1,,,1,,1,,1,,1.791759469
2016-17,Ashanti,70588/04,,1,,,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70588/05,,,,1,,1,,2,1,1,1,,,1,2.079441542
2016-17,Ashanti,70588/06,1,1,1,,1,,,,1,,,,1,,1.791759469
2016-17,Ashanti,70588/07,,2,2,,,1,,,,,,,1,,1.791759469
2016-17,Ashanti,70588/08,,,1,,,1,,,,,,,,,0.6931471806
2016-17,Ashanti,70588/09,,1,,,,1,,,1,,2,2,1,,2.079441542
2016-17,Ashanti,70588/10,,,,1,,1,,,1,1,,,,,1.386294361
2016-17,Ashanti,70588/11,,,2,1,1,1,,,1,,,1,,,1.945910149
2016-17,Ashanti,70588/12,,,,,,1,,,,,,,1,,0.6931471806
2016-17,Ashanti,70588/13,1,,1,1,,1,,1,1,,,,1,,1.945910149
2016-17,Ashanti,70588/14,,2,,,1,,,1,1,,,1,,,1.791759469
2016-17,Ashanti,70588/15,,,,,,,1,,,,,1,,,0.6931471806
2016-17,Ashanti,70589/01,2,1,1,,1,,,,,,,,1,,1.791759469
2016-17,Ashanti,70589/03,,,,,,,,,,,,,,1,
2016-17,Ashanti,70589/04,,,,,,,,,,,,,,1,
2016-17,Ashanti,70589/05,1,,,,1,,,,,,,1,,1,1.386294361
2016-17,Ashanti,70589/06,2,,,,1,,,,,1,,,1,,1.609437912
2016-17,Ashanti,70589/08,,,,,1,,,,1,,,,,,0.6931471806
2016-17,Ashanti,70589/09,,,,,,,,,,,,1,,,
2016-17,Ashanti,70589/10,,,,,,,1,,,1,1,,,,1.098612289
2016-17,Ashanti,70589/11,,,,,,,1,,,,,,,,
2016-17,Ashanti,70589/13,,,,,,,,,,,1,,,,
2016-17,Ashanti,70589/14,,,,,,,1,,,,,,,,
2016-17,Ashanti,70589/15,,,1,,2,,1,,,,,2,,,1.791759469
2016-17,Ashanti,70590/01,,,2,,,1,,,2,,2,,1,,2.079441542
2016-17,Ashanti,70590/02,,,,,,1,,,,1,2,1,,,1.609437912
2016-17,Ashanti,70590/03,,,1,,,1,,,,,2,,,1,1.609437912
2016-17,Ashanti,70590/04,,,1,,,1,1,,1,,,,,,1.386294361
2016-17,Ashanti,70590/05,,,1,,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70590/06,,,,1,,1,,,1,,1,1,1,,1.791759469
2016-17,Ashanti,70590/07,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70590/08,,,,,,,1,,,,,,,,
2016-17,Ashanti,70590/09,,,1,,,1,,1,1,,1,,1,,1.791759469
2016-17,Ashanti,70590/10,,,,,,1,,1,,2,1,,,1,1.791759469
2016-17,Ashanti,70590/11,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70590/12,,1,1,2,1,1,1,,2,2,1,,,,2.48490665
2016-17,Ashanti,70590/13,,1,,,1,1,,3,1,2,,,1,,2.302585093
2016-17,Ashanti,70590/14,1,1,,,1,1,,,1,,,1,,,1.791759469
2016-17,Ashanti,70590/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70591/01,2,,,,,1,,,1,2,,,1,,1.945910149
2016-17,Ashanti,70591/03,1,1,,,1,,,,,,,,,,1.098612289
2016-17,Ashanti,70591/04,,,,,,,1,,,,,,1,,0.6931471806
2016-17,Ashanti,70591/06,,,,,,,,,,,,1,,,
2016-17,Ashanti,70591/07,,,1,,,1,,1,1,1,,,,,1.609437912
2016-17,Ashanti,70591/08,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70591/09,,1,1,,,1,,1,,,,,1,,1.609437912
2016-17,Ashanti,70591/11,,,1,,,1,,,1,,1,,,1,1.609437912
2016-17,Ashanti,70591/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70592/01,,,,1,,1,,,,1,,,,1,1.386294361
2016-17,Ashanti,70592/03,,,,,1,,,1,1,,,,1,,1.386294361
2016-17,Ashanti,70592/04,,,,,1,,,,,,,,1,,0.6931471806
2016-17,Ashanti,70592/05,,,,,,,1,,,,,,,,
2016-17,Ashanti,70592/06,,,,,1,,,,,,,,,,
2016-17,Ashanti,70592/08,,,,,,,1,,1,,1,,,,1.098612289
2016-17,Ashanti,70592/09,,,,,1,1,,1,,1,1,,1,,1.791759469
2016-17,Ashanti,70592/10,1,1,,1,1,,,,,,,,1,,1.609437912
2016-17,Ashanti,70592/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70592/14,1,,1,1,,,2,,,,,,,,1.609437912
2016-17,Ashanti,70593/01,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/02,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/03,,2,,1,,1,,,,1,1,,1,,1.945910149
2016-17,Ashanti,70593/04,,1,,1,,1,,,1,,1,,,,1.609437912
2016-17,Ashanti,70593/05,,1,,1,,1,,1,,1,,,,,1.609437912
2016-17,Ashanti,70593/06,1,,,1,,1,,,2,,,,1,,1.791759469
2016-17,Ashanti,70593/07,,,,,,,1,,,,,,,,
2016-17,Ashanti,70593/08,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/09,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/10,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/11,,,,,,,,,,,,,,1,
2016-17,Ashanti,70593/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70593/13,1,1,,,,1,1,,2,,,,1,1,2.079441542
2016-17,Ashanti,70593/14,1,,,1,,1,,,,,,,1,,1.386294361
2016-17,Ashanti,70593/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70594/01,,,,,,,1,,,,,,,,
2016-17,Ashanti,70594/02,,,,,,1,,,,,,,,1,0.6931471806
2016-17,Ashanti,70594/03,1,1,,,,1,1,,,1,,,1,,1.791759469
2016-17,Ashanti,70594/04,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70594/05,,,,,,,1,,,,2,,,,1.098612289
2016-17,Ashanti,70594/06,,,,,,,,,,,,1,,,
2016-17,Ashanti,70594/07,,,1,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70594/08,2,1,,1,1,,,,,,,,1,,1.791759469
2016-17,Ashanti,70594/09,,,,1,,,1,,,,2,,,,1.386294361
2016-17,Ashanti,70594/10,,,,1,,,1,,,,,,,,0.6931471806
2016-17,Ashanti,70594/11,,1,2,,,1,,,1,,2,,,1,2.079441542
2016-17,Ashanti,70594/12,,1,,,1,,,1,,,,1,,,1.386294361
2016-17,Ashanti,70594/13,1,1,1,,,1,,,,,,,,,1.386294361
2016-17,Ashanti,70594/14,,,,,,,,,,,,1,,,
2016-17,Ashanti,70594/15,,,,,1,,,1,,,,,,,0.6931471806
2016-17,Ashanti,70595/01,1,1,1,1,1,1,,,,,,2,1,,2.197224577
2016-17,Ashanti,70595/02,1,,,,1,,,,,,,,,,0.6931471806
2016-17,Ashanti,70595/03,1,,,,1,,,1,2,1,,,1,,1.945910149
2016-17,Ashanti,70595/04,,1,,,1,,,1,1,,,,,1,1.609437912
2016-17,Ashanti,70595/05,,2,,,1,,,1,1,,,,1,,1.791759469
2016-17,Ashanti,70595/06,,,1,2,,1,,,1,1,,,1,,1.945910149
2016-17,Ashanti,70595/07,,,1,1,,1,,1,,1,1,1,,,1.945910149
2016-17,Ashanti,70595/08,,,,,,,1,,,,,,,,
2016-17,Ashanti,70595/09,,,,,,,,,,,,,,1,
2016-17,Ashanti,70595/10,,,,,,,1,,,1,,1,,1,1.386294361
2016-17,Ashanti,70595/11,,2,2,1,,1,,,,2,,,1,,2.197224577
2016-17,Ashanti,70595/12,,,1,2,,1,,,1,1,,1,,1,2.079441542
2016-17,Ashanti,70595/13,,,,,1,,,1,1,,1,1,,,1.609437912
2016-17,Ashanti,70595/14,,,1,1,,,1,,,,,1,,1,1.609437912
2016-17,Ashanti,70595/15,,,,,,,,,,,,1,,,
2016-17,Ashanti,70596/01,,,,,,,,,,,,,1,,
2016-17,Ashanti,70596/02,,,,,,1,,,,,,4,,1,1.791759469
2016-17,Ashanti,70596/03,,,2,1,,1,,1,,,1,,,,1.791759469
2016-17,Ashanti,70596/04,,,,,,,,,,,,,,1,
2016-17,Ashanti,70596/05,1,,1,1,1,1,1,,2,,,,,,2.079441542
2016-17,Ashanti,70596/06,,,1,1,1,1,1,,,1,,,,2,2.079441542
2016-17,Ashanti,70596/07,,,,,,,,,,,,1,,,
2016-17,Ashanti,70596/08,,,,,,1,,,1,,2,1,,1,1.791759469
2016-17,Ashanti,70596/09,,,,,1,,,1,,,,,1,,1.098612289
2016-17,Ashanti,70596/10,,,1,,,1,,,,1,,,1,,1.386294361
2016-17,Ashanti,70596/11,,,1,,,1,,,1,1,3,,,,1.945910149
2016-17,Ashanti,70596/12,,,,,,,,,,,,,1,,
2016-17,Ashanti,70596/13,,,,,,,,,,,,1,,,
2016-17,Ashanti,70596/14,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70596/15,,1,1,,1,,,,,,,,1,,1.386294361
2016-17,Ashanti,70597/02,,,,,,,,,,,,,1,,
2016-17,Ashanti,70597/03,,,,,,1,,,1,,1,,,,1.098612289
2016-17,Ashanti,70597/04,1,,1,,,1,,,1,,,,,,1.386294361
2016-17,Ashanti,70597/05,1,1,,,,1,,,,,,,,,1.098612289
2016-17,Ashanti,70597/06,1,1,,,1,,1,,,,,,,,1.386294361
2016-17,Ashanti,70597/07,,,,,,,1,,,,,,,,
2016-17,Ashanti,70597/08,,,1,1,,1,,1,,1,,,,,1.609437912
2016-17,Ashanti,70597/09,,1,,1,1,1,,1,,1,,,,,1.791759469
2016-17,Ashanti,70597/10,,1,,1,,1,,,,,,,1,,1.386294361
2016-17,Ashanti,70597/11,,,,,,,,,,,,1,,,
2016-17,Ashanti,70597/12,,,,,,,,,,,,,,1,
2016-17,Ashanti,70597/13,,,,1,1,,,1,1,1,,,1,,1.791759469
2016-17,Ashanti,70597/14,,,,1,,1,,,,,1,3,,1,1.945910149
2016-17,Ashanti,70597/15,,,1,,1,1,,,,,,,,1,1.386294361
2016-17,Ashanti,70598/01,,,,,,,1,,,,,,,1,0.6931471806
2016-17,Ashanti,70598/02,,,,,1,1,1,,,,,2,,1,1.791759469
2016-17,Ashanti,70598/03,1,,,,,1,,1,1,,,,1,,1.609437912
2016-17,Ashanti,70598/04,,,,,,,,,,,,,1,,
2016-17,Ashanti,70598/05,1,1,,,1,1,,1,,,2,,1,,2.079441542
2016-17,Ashanti,70598/06,,2,1,,1,,,,,,1,1,1,,1.945910149
