t,m,j,u,Price
2016-17,Volta,Chicken (frozen),Bundle,2.80952381
2016-17,Volta,Chicken (frozen),Heap,5.050724638
2016-17,Volta,Chicken (frozen),Kilogram,4
2016-17,Volta,Chicken (frozen),Piece,3.704301075
2016-17,Volta,Chicken (frozen),Pound,9.25
2016-17,Volta,Chicken (frozen),Satchet,3.375
2016-17,Volta,Chicken (frozen),Single,2.845454545
2016-17,Volta,Chicken (gizzard),Heap,4
2016-17,Volta,Chicken (gizzard),Kilogram,10.5
2016-17,Volta,Chicken (gizzard),Packet,9.5
2016-17,Volta,Chicken (gizzard),Pound,10.5
2016-17,Volta,Chicken (gizzard),Satchet,11
2016-17,Volta,Chicken (gizzard),Single,2
2016-17,Volta,Chicken (live),Single,22.9979798
2016-17,Volta,Chicken (thigh),1000 kg /metric tonnes/tonnes,5.95
2016-17,Volta,Chicken (thigh),Box/Carton,318.4
2016-17,Volta,Chicken (thigh),Bundle,5
2016-17,Volta,Chicken (thigh),Heap,5.672394755
2016-17,Volta,Chicken (thigh),Kilogram,9.587269193
2016-17,Volta,Chicken (thigh),Millilitre,7
2016-17,Volta,Chicken (thigh),Other unit,16.81111111
2016-17,Volta,Chicken (thigh),Packet,20
2016-17,Volta,Chicken (thigh),Piece,5.321667222
2016-17,Volta,Chicken (thigh),Pound,8.23352381
2016-17,Volta,Chicken (thigh),Satchet,6.5
2016-17,Volta,Chicken (thigh),Single,7.592000799
2016-17,Volta,Chicken (wing),Heap,4.846182266
2016-17,Volta,Chicken (wing),Kilogram,15.05069444
2016-17,Volta,Chicken (wing),Other unit,5
2016-17,Volta,Chicken (wing),Piece,4.160576923
2016-17,Volta,Chicken (wing),Pound,8.75
2016-17,Volta,Chicken (wing),Satchet,4.333333333
2016-17,Volta,Chicken (wing),Single,2.305952257
2016-17,Volta,Chilli Powder (black pepper),Balls,0.25
2016-17,Volta,Chilli Powder (black pepper),Bowl,6
2016-17,Volta,Chilli Powder (black pepper),Heap,0.7333333333
2016-17,Volta,Chilli Powder (black pepper),Piece,0.4923076923
2016-17,Volta,Chilli Powder (black pepper),Single,0.4555555556
2016-17,Volta,Chocolate,Box/Carton,5
2016-17,Volta,Cigarette,Packet,4.153846154
2016-17,Volta,Cigarette,Piece,0.2
2016-17,Volta,Cigarette,Single,0.2458333333
2016-17,Volta,Cigarette,Stick,0.2
2016-17,Volta,Cocoa (milk powder beverages),American Tin (Olonka),0.7
2016-17,Volta,Cocoa (milk powder beverages),Balls,0.3875
2016-17,Volta,Cocoa (milk powder beverages),Blister / Strip,9.5
2016-17,Volta,Cocoa (milk powder beverages),Bundle,0.2
2016-17,Volta,Cocoa (milk powder beverages),Gram,0.03
2016-17,Volta,Cocoa (milk powder beverages),Heap,2.616666667
2016-17,Volta,Cocoa (milk powder beverages),Other unit,0.2
2016-17,Volta,Cocoa (milk powder beverages),Packet,3.925
2016-17,Volta,Cocoa (milk powder beverages),Piece,0.4583333333
2016-17,Volta,Cocoa (milk powder beverages),Satchet,1.54035825
2016-17,Volta,Cocoa (milk powder beverages),Set,1.2
2016-17,Volta,Cocoa (milk powder beverages),Single,1.576326531
2016-17,Volta,Cocoa (milk powder beverages),Tin,12.62962963
2016-17,Volta,Cocoa Powder,Gram,0.0325
2016-17,Volta,Cocoa Powder,Piece,0.17
2016-17,Volta,Cocoa Powder,Satchet,0.6395833333
2016-17,Volta,Cocoa Powder,Tin,15
2016-17,Volta,Coconut (dried),Single,1
2016-17,Volta,Coconut (fresh),Balls,0.85
2016-17,Volta,Coconut (fresh),Bunch,2
2016-17,Volta,Coconut (fresh),Fingers,0.3333333333
2016-17,Volta,Coconut (fresh),Piece,2
2016-17,Volta,Coconut (fresh),Single,1.290952381
2016-17,Volta,Cocoyam,Basket,7.5
2016-17,Volta,Cocoyam,Bowl,8
2016-17,Volta,Cocoyam,Heap,3.259411376
2016-17,Volta,Cocoyam,Piece,3.214285714
2016-17,Volta,Cocoyam,Single,1.25
2016-17,Volta,Cocoyam,Tubers,1.238095238
2016-17,Volta,Cocoyam Leaves,Balls,2
2016-17,Volta,Cocoyam Leaves,Basket,10
2016-17,Volta,Cocoyam Leaves,Bunch,1.148148148
2016-17,Volta,Cocoyam Leaves,Bundle,0.8515893181
2016-17,Volta,Cocoyam Leaves,Heap,1.138759773
2016-17,Volta,Cocoyam Leaves,Piece,1
2016-17,Volta,Cocoyam Leaves,Single,2.333333333
2016-17,Volta,Cocoyam Leaves,Tubers,2
2016-17,Volta,Coffee,Satchet,0.7880952381
2016-17,Volta,Coffee,Tin,4
2016-17,Volta,Condiments,1000 kg /metric tonnes/tonnes,0.2
2016-17,Volta,Condiments,American Tin (Olonka),1
2016-17,Volta,Condiments,Balls,0.625
2016-17,Volta,Condiments,Bar,0.2
2016-17,Volta,Condiments,Beer bottle,0.5
2016-17,Volta,Condiments,Box/Carton,7.666666667
2016-17,Volta,Condiments,Gram,0.017
2016-17,Volta,Condiments,Heap,1.07711039
2016-17,Volta,Condiments,Maxi bag,0.2
2016-17,Volta,Condiments,Millilitre,0.1928571429
2016-17,Volta,Condiments,Mini bag,0.1666666667
2016-17,Volta,Condiments,Other unit,0.125
2016-17,Volta,Condiments,Packet,5.938932292
2016-17,Volta,Condiments,Piece,0.237789387
2016-17,Volta,Condiments,Pot,0.1666666667
2016-17,Volta,Condiments,Rolls,1.3
2016-17,Volta,Condiments,Satchet,0.6503333333
2016-17,Volta,Condiments,Set,2
2016-17,Volta,Condiments,Single,0.216902383
2016-17,Volta,Couscous,Bowl,10
2016-17,Volta,Couscous,Margarin tin,2.5
2016-17,Volta,Couscous,Satchet,6.5
2016-17,Volta,Cowpea,American Tin (Olonka),11.00833333
2016-17,Volta,Cowpea,Balls,1
2016-17,Volta,Cowpea,Bowl,8.249692119
2016-17,Volta,Cowpea,Bundle,1
2016-17,Volta,Cowpea,Heap,1.779310345
2016-17,Volta,Cowpea,Litres,12
2016-17,Volta,Cowpea,Margarin tin,2.1513109
2016-17,Volta,Cowpea,Other unit,7
2016-17,Volta,Cowpea,Piece,0.75
2016-17,Volta,Cowpea,Satchet,2.773684211
2016-17,Volta,Cowpea,Tin,2.047619048
2016-17,Volta,Crab,Bowl,3
2016-17,Volta,Crab,Heap,2.349820789
2016-17,Volta,Crab,Single,0.3647177702
2016-17,Volta,Curry Power,Balls,0.6944444444
2016-17,Volta,Curry Power,Heap,0.64
2016-17,Volta,Curry Power,Packet,1
2016-17,Volta,Curry Power,Piece,1.06
2016-17,Volta,Curry Power,Satchet,0.4783625731
2016-17,Volta,Curry Power,Set,0.1
2016-17,Volta,Curry Power,Single,0.2933333333
2016-17,Volta,Dawadawa,Balls,0.725
2016-17,Volta,Dawadawa,Heap,0.9791666667
2016-17,Volta,Dawadawa,Piece,0.5958333333
2016-17,Volta,Dawadawa,Single,0.475
2016-17,Volta,Eggplant,American Tin (Olonka),4
2016-17,Volta,Eggplant,Balls,0.5089187328
2016-17,Volta,Eggplant,Basket,6.5
2016-17,Volta,Eggplant,Beer bottle,1
2016-17,Volta,Eggplant,Bowl,1.878935185
2016-17,Volta,Eggplant,Bunch,0.5
2016-17,Volta,Eggplant,Heap,1.097058905
2016-17,Volta,Eggplant,Margarin tin,1
2016-17,Volta,Eggplant,Piece,0.7135747159
2016-17,Volta,Eggplant,Pound,0.5
2016-17,Volta,Eggplant,Satchet,0.875
2016-17,Volta,Eggplant,Single,0.2336819016
2016-17,Volta,Eggplant Leaf,Bowl,0.9827586207
2016-17,Volta,Eggplant Leaf,Heap,0.9895833333
2016-17,Volta,Eggs,Crate,18.55660377
2016-17,Volta,Eggs,Dozen,8
2016-17,Volta,Eggs,Heap,0.5
2016-17,Volta,Eggs,Piece,0.6788792689
2016-17,Volta,Eggs,Single,0.7840240891
2016-17,Volta,Fish (canned),Heap,3
2016-17,Volta,Fish (canned),Millilitre,2.6
2016-17,Volta,Fish (canned),Other unit,2
2016-17,Volta,Fish (canned),Piece,2.5
2016-17,Volta,Fish (canned),Satchet,2.5
2016-17,Volta,Fish (canned),Single,2.707214171
2016-17,Volta,Fish (canned),Tin,2.877924679
2016-17,Volta,Fish (dried),American Tin (Olonka),12
2016-17,Volta,Fish (dried),Bowl,3.5
2016-17,Volta,Fish (dried),Heap,3.059064002
2016-17,Volta,Fish (dried),Piece,1.203125
2016-17,Volta,Fish (dried),Satchet,1
2016-17,Volta,Fish (dried),Single,2.539935754
2016-17,Volta,Fish (fried),Basket,20
2016-17,Volta,Fish (fried),Bowl,6.416666667
2016-17,Volta,Fish (fried),Bundle,1
2016-17,Volta,Fish (fried),Heap,1.779405541
2016-17,Volta,Fish (fried),Margarin tin,1.952380952
2016-17,Volta,Fish (fried),Other unit,1
2016-17,Volta,Fish (fried),Piece,1.255436818
2016-17,Volta,Fish (fried),Satchet,1.135371818
2016-17,Volta,Fish (fried),Single,1.496687185
2016-17,Volta,Fish (salted),Heap,2.552314815
2016-17,Volta,Fish (salted),Millilitre,1
2016-17,Volta,Fish (salted),Piece,0.7187804878
2016-17,Volta,Fish (salted),Single,1.133888889
2016-17,Volta,"Fish (smoked, river)",American Tin (Olonka),15
2016-17,Volta,"Fish (smoked, river)",Basket,78.33333333
2016-17,Volta,"Fish (smoked, river)",Beer bottle,5
2016-17,Volta,"Fish (smoked, river)",Bowl,12.91666667
2016-17,Volta,"Fish (smoked, river)",Box/Carton,1
2016-17,Volta,"Fish (smoked, river)",Fingers,1.875
2016-17,Volta,"Fish (smoked, river)",Heap,5.815255093
2016-17,Volta,"Fish (smoked, river)",Margarin tin,2
2016-17,Volta,"Fish (smoked, river)",Piece,5.219014624
2016-17,Volta,"Fish (smoked, river)",Pound,2
2016-17,Volta,"Fish (smoked, river)",Satchet,5
2016-17,Volta,"Fish (smoked, river)",Single,4.395164776
2016-17,Volta,"Fish (smoked, sea)",American Tin (Olonka),6
2016-17,Volta,"Fish (smoked, sea)",Basket,25
2016-17,Volta,"Fish (smoked, sea)",Bowl,5
2016-17,Volta,"Fish (smoked, sea)",Heap,6.724213946
2016-17,Volta,"Fish (smoked, sea)",Piece,5.25
2016-17,Volta,"Fish (smoked, sea)",Satchet,2
2016-17,Volta,"Fish (smoked, sea)",Single,6.338341203
2016-17,Volta,Garlic,American Tin (Olonka),0.45
2016-17,Volta,Garlic,Balls,1.315146025
2016-17,Volta,Garlic,Beer bottle,0.2
2016-17,Volta,Garlic,Bundle,4
2016-17,Volta,Garlic,Heap,0.8157777778
2016-17,Volta,Garlic,Log,1
2016-17,Volta,Garlic,Other unit,0.844047619
2016-17,Volta,Garlic,Packet,1
2016-17,Volta,Garlic,Piece,0.6009177741
2016-17,Volta,Garlic,Satchet,0.675
2016-17,Volta,Garlic,Single,0.6764824352
2016-17,Volta,Gin,Beer bottle,8.2
2016-17,Volta,Gin,Gram,0.01154471545
2016-17,Volta,Gin,Millilitre,0.06562610685
2016-17,Volta,Gin,Other unit,5
2016-17,Volta,Gin,Satchet,0.7891176471
2016-17,Volta,Gin,Single,6.502
2016-17,Volta,Gin,Tot (25mls),0.256
2016-17,Volta,Ginger,American Tin (Olonka),5
2016-17,Volta,Ginger,Balls,1
2016-17,Volta,Ginger,Bowl,3
2016-17,Volta,Ginger,Bundle,1
2016-17,Volta,Ginger,Fingers,0.5
2016-17,Volta,Ginger,Heap,0.932204484
2016-17,Volta,Ginger,Kilogram,2.5
2016-17,Volta,Ginger,Margarin tin,1
2016-17,Volta,Ginger,Other unit,0.5
2016-17,Volta,Ginger,Piece,0.3590581232
2016-17,Volta,Ginger,Satchet,0.75
2016-17,Volta,Ginger,Single,0.2844237655
2016-17,Volta,Goat,1000 kg /metric tonnes/tonnes,10
2016-17,Volta,Goat,Heap,6.909090909
2016-17,Volta,Goat,Kilogram,11.30208333
2016-17,Volta,Goat,Piece,6.713458111
2016-17,Volta,Goat,Pound,10.70833333
2016-17,Volta,Goat,Satchet,0.1714285714
2016-17,Volta,Goat,Single,112.5689655
2016-17,Volta,Grape,Heap,1
2016-17,Volta,Groundnut,American Tin (Olonka),4.515384615
2016-17,Volta,Groundnut,Balls,1.379640428
2016-17,Volta,Groundnut,Bowl,6.20796
2016-17,Volta,Groundnut,Bundle,0.8
2016-17,Volta,Groundnut,Heap,1.692983997
2016-17,Volta,Groundnut,Kilogram,12
2016-17,Volta,Groundnut,Margarin tin,2.459863946
2016-17,Volta,Groundnut,Other unit,1.929166667
2016-17,Volta,Groundnut,Piece,0.9632670121
2016-17,Volta,Groundnut,Satchet,1.435089862
2016-17,Volta,Groundnut,Set,2
2016-17,Volta,Groundnut,Single,2.282275132
2016-17,Volta,Groundnut,Tin,3
2016-17,Volta,Guinea corn/sorghum,American Tin (Olonka),8
2016-17,Volta,Guinea corn/sorghum,Bowl,4.5625
2016-17,Volta,Guinea corn/sorghum,Margarin tin,4
2016-17,Volta,Guinea corn/sorghum,Maxi bag,7
2016-17,Volta,Guineafowl,Single,22.63888889
2016-17,Volta,Herring (smoked),American Tin (Olonka),20.20833333
2016-17,Volta,Herring (smoked),Basket,30
2016-17,Volta,Herring (smoked),Bowl,10.9542298
2016-17,Volta,Herring (smoked),Fingers,1.2
2016-17,Volta,Herring (smoked),Heap,4.283761275
2016-17,Volta,Herring (smoked),Margarin tin,3.913888889
2016-17,Volta,Herring (smoked),Millilitre,5
2016-17,Volta,Herring (smoked),Packet,2
2016-17,Volta,Herring (smoked),Piece,2.502579365
2016-17,Volta,Herring (smoked),Pound,3.5
2016-17,Volta,Herring (smoked),Satchet,2.5
2016-17,Volta,Herring (smoked),Single,2.870725108
2016-17,Volta,Honey,Beer bottle,13.58333333
2016-17,Volta,Honey,Fanta bottle,13.16666667
2016-17,Volta,Honey,Heap,3
2016-17,Volta,Honey,Litres,14
2016-17,Volta,Honey,Millilitre,0.02666666667
2016-17,Volta,Honey,Other unit,20
2016-17,Volta,Honey,Single,0.2
2016-17,Volta,Ice Cream,Box/Carton,35
2016-17,Volta,Ice Cream,Piece,0.58
2016-17,Volta,Ice Cream,Satchet,0.925
2016-17,Volta,Ice Cream,Single,0.925
2016-17,Volta,Instant Noodle,Packet,1.5
2016-17,Volta,Instant Noodle,Satchet,1.324533333
2016-17,Volta,Instant Noodle,Single,1.690067155
2016-17,Volta,Juice,Balls,0.5
2016-17,Volta,Juice,Box/Carton,13
2016-17,Volta,Juice,Crate,24
2016-17,Volta,Juice,Fanta bottle,1
2016-17,Volta,Juice,Litres,6.428571429
2016-17,Volta,Juice,Millilitre,0.002
2016-17,Volta,Juice,Other unit,1.5
2016-17,Volta,Juice,Packet,6.526612903
2016-17,Volta,Juice,Piece,1.606410256
2016-17,Volta,Juice,Satchet,0.3238482385
2016-17,Volta,Juice,Single,3.711
2016-17,Volta,Juice,Tin,5.25
2016-17,Volta,Jute Leaf,Bowl,0.6785714286
2016-17,Volta,Jute Leaf,Bunch,66
2016-17,Volta,Jute Leaf,Bundle,1.65
2016-17,Volta,Jute Leaf,Heap,0.8349593496
2016-17,Volta,Kapla,1000 kg /metric tonnes/tonnes,1.666666667
2016-17,Volta,Kapla,Bowl,4.444444444
2016-17,Volta,Kapla,Box/Carton,180
2016-17,Volta,Kapla,Heap,6.978144989
2016-17,Volta,Kapla,Kilogram,9.833333333
2016-17,Volta,Kapla,Other unit,85
2016-17,Volta,Kapla,Piece,3.67797619
2016-17,Volta,Kapla,Pound,8.138888889
2016-17,Volta,Kapla,Single,4.116553173
2016-17,Volta,Lime,Heap,2.75
2016-17,Volta,Lime,Piece,0.4666666667
2016-17,Volta,Lime,Single,0.2388888889
2016-17,Volta,Macaroni,Packet,2.368888889
2016-17,Volta,Macaroni,Satchet,2.180857371
2016-17,Volta,Macaroni,Single,2.283333333
2016-17,Volta,Mackerel (processed),Heap,2
2016-17,Volta,Mackerel (processed),Piece,4
2016-17,Volta,Mackerel (processed),Single,3.180864198
2016-17,Volta,Mackerel (processed),Tin,3.78462669
2016-17,Volta,Maize (cob),American Tin (Olonka),7.398809524
2016-17,Volta,Maize (cob),Bowl,3.919047619
2016-17,Volta,Maize (cob),Margarin tin,1
2016-17,Volta,Maize (cob),Single,1.41625
2016-17,Volta,Maize (flour/dough),American Tin (Olonka),2.759380692
2016-17,Volta,Maize (flour/dough),Balls,1.486797707
2016-17,Volta,Maize (flour/dough),Bowl,4.863975535
2016-17,Volta,Maize (flour/dough),Heap,1.760177225
2016-17,Volta,Maize (flour/dough),Margarin tin,1.089552239
2016-17,Volta,Maize (grain),American Tin (Olonka),3.919526729
2016-17,Volta,Maize (grain),Bowl,4.45755632
2016-17,Volta,Maize (grain),Bucket,4.214285714
2016-17,Volta,Maizena,Single,5
2016-17,Volta,Malt Drinks (bottle),Box/Carton,45
2016-17,Volta,Malt Drinks (bottle),Crate,55
2016-17,Volta,Malt Drinks (bottle),Fanta bottle,2.852941176
2016-17,Volta,Malt Drinks (bottle),Litres,2.888888889
2016-17,Volta,Malt Drinks (bottle),Loaf,3
2016-17,Volta,Malt Drinks (bottle),Millilitre,1.173737374
2016-17,Volta,Malt Drinks (bottle),Other unit,2.8984375
2016-17,Volta,Malt Drinks (bottle),Packet,24.66666667
2016-17,Volta,Malt Drinks (bottle),Piece,2.25
2016-17,Volta,Malt Drinks (bottle),Single,2.769817971
2016-17,Volta,Malt Drinks (bottle),Tin,2.171875
2016-17,Volta,Malt Drinks (canned),Crate,45
2016-17,Volta,Malt Drinks (canned),Fanta bottle,3
2016-17,Volta,Malt Drinks (canned),Litres,3
2016-17,Volta,Malt Drinks (canned),Millilitre,0.4396103896
2016-17,Volta,Malt Drinks (canned),Other unit,2.75
2016-17,Volta,Malt Drinks (canned),Packet,17
2016-17,Volta,Malt Drinks (canned),Piece,2.5
2016-17,Volta,Malt Drinks (canned),Ream,3
2016-17,Volta,Malt Drinks (canned),Single,2.846841097
2016-17,Volta,Malt Drinks (canned),Tin,2.8875
2016-17,Volta,Mango,Balls,0.1162633853
2016-17,Volta,Mango,Bowl,3.7
2016-17,Volta,Mango,Heap,1.126870748
2016-17,Volta,Mango,Piece,0.25
2016-17,Volta,Mango,Single,1.478490028
2016-17,Volta,Margarine,Beer bottle,5
2016-17,Volta,Margarine,Bowl,4
2016-17,Volta,Margarine,Fanta bottle,1
2016-17,Volta,Margarine,Gram,0.1
2016-17,Volta,Margarine,Piece,1.05
2016-17,Volta,Margarine,Satchet,1.011111111
2016-17,Volta,Margarine,Single,3.3
2016-17,Volta,Margarine,Tin,5.25
2016-17,Volta,Milk (evaporated),Box/Carton,38
2016-17,Volta,Milk (evaporated),Gram,0.075
2016-17,Volta,Milk (evaporated),Millilitre,3
2016-17,Volta,Milk (evaporated),Packet,1
2016-17,Volta,Milk (evaporated),Piece,2.433333333
2016-17,Volta,Milk (evaporated),Satchet,0.75
2016-17,Volta,Milk (evaporated),Single,2.854575163
2016-17,Volta,Milk (evaporated),Tin,2.863389837
2016-17,Volta,Milk (fresh),Beer bottle,4
2016-17,Volta,Milk (fresh),Bowl,5
2016-17,Volta,Milk (fresh),Fanta bottle,1.25
2016-17,Volta,Milk (fresh),Litres,3
2016-17,Volta,Milk (fresh),Piece,0.975
2016-17,Volta,Milk (fresh),Tin,6
2016-17,Volta,Milk (powdered),Gram,0.015
2016-17,Volta,Milk (powdered),Heap,0.3
2016-17,Volta,Milk (powdered),Other unit,0.5
2016-17,Volta,Milk (powdered),Packet,6.133333333
2016-17,Volta,Milk (powdered),Piece,0.4121212121
2016-17,Volta,Milk (powdered),Satchet,2.145790078
2016-17,Volta,Milk (powdered),Single,4.133333333
2016-17,Volta,Milk (powdered),Tin,15.95277778
2016-17,Volta,"Milk (tinned, condensed)",Single,2
2016-17,Volta,"Milk (tinned, condensed)",Tin,8
2016-17,Volta,Millet,Bowl,5.466666667
2016-17,Volta,Millet,Kilogram,0.6666666667
2016-17,Volta,Millet (flour),Bowl,5.333333333
2016-17,Volta,Oil (coconut),Balls,2.6
2016-17,Volta,Oil (coconut),Beer bottle,6.236111111
2016-17,Volta,Oil (coconut),Bundle,1
2016-17,Volta,Oil (coconut),Fanta bottle,3.269642857
2016-17,Volta,Oil (coconut),Heap,0.5
2016-17,Volta,Oil (coconut),Litres,7.380952381
2016-17,Volta,Oil (coconut),Other unit,2.8
2016-17,Volta,Oil (coconut),Piece,1.136363636
2016-17,Volta,Oil (coconut),Satchet,1.401923077
2016-17,Volta,Oil (groundnut),Beer bottle,6
2016-17,Volta,Oil (groundnut),Fanta bottle,2.879310345
2016-17,Volta,Oil (groundnut),Heap,1.4
2016-17,Volta,Oil (groundnut),Litres,4.284313725
2016-17,Volta,Oil (groundnut),Millilitre,0.006
2016-17,Volta,Oil (groundnut),Other unit,0.8311111111
2016-17,Volta,Oil (groundnut),Piece,1.166666667
2016-17,Volta,Oil (groundnut),Satchet,1.253395062
2016-17,Volta,Oil (groundnut),Single,2.25
2016-17,Volta,Oil (groundnut),Tot (25mls),0.6
2016-17,Volta,Oil (palm kernel),Balls,1
2016-17,Volta,Oil (palm kernel),Beer bottle,6.071428571
2016-17,Volta,Oil (palm kernel),Fanta bottle,3
2016-17,Volta,Oil (palm kernel),Heap,2
2016-17,Volta,Oil (palm kernel),Litres,7
2016-17,Volta,Oil (palm kernel),Piece,1
2016-17,Volta,Oil (palm kernel),Satchet,0.8333333333
2016-17,Volta,Oil (palm kernel),Single,1
2016-17,Volta,Oil (palm),Balls,1.715277778
2016-17,Volta,Oil (palm),Beer bottle,5.706742705
2016-17,Volta,Oil (palm),Bowl,7.25
2016-17,Volta,Oil (palm),Bundle,0.7777777778
2016-17,Volta,Oil (palm),Fanta bottle,3.213333861
2016-17,Volta,Oil (palm),Heap,1.536979167
2016-17,Volta,Oil (palm),Litres,4.122160149
2016-17,Volta,Oil (palm),Loaf,4
2016-17,Volta,Oil (palm),Margarin tin,1.5
2016-17,Volta,Oil (palm),Millilitre,2.299951174
2016-17,Volta,Oil (palm),Other unit,7.386098765
2016-17,Volta,Oil (palm),Packet,1
2016-17,Volta,Oil (palm),Piece,1.028182472
2016-17,Volta,Oil (palm),Satchet,1.069258503
2016-17,Volta,Oil (palm),Single,3.089912281
2016-17,Volta,Oil (palm),Tin,1
2016-17,Volta,Oil (palm),Tot (25mls),0.5
2016-17,Volta,Oil (vegetable),Balls,1.835
2016-17,Volta,Oil (vegetable),Beer bottle,5.20702058
2016-17,Volta,Oil (vegetable),Box/Carton,17
2016-17,Volta,Oil (vegetable),Bundle,1.175
2016-17,Volta,Oil (vegetable),Fanta bottle,3.1264028
2016-17,Volta,Oil (vegetable),Gram,0.03
2016-17,Volta,Oil (vegetable),Heap,1.361404762
2016-17,Volta,Oil (vegetable),Kilogram,50
2016-17,Volta,Oil (vegetable),Litres,6.461992985
2016-17,Volta,Oil (vegetable),Loaf,11
2016-17,Volta,Oil (vegetable),Millilitre,0.2859226729
2016-17,Volta,Oil (vegetable),Other unit,6.186215054
2016-17,Volta,Oil (vegetable),Packet,1
2016-17,Volta,Oil (vegetable),Piece,1.005543484
2016-17,Volta,Oil (vegetable),Satchet,1.591444175
2016-17,Volta,Oil (vegetable),Single,5.334207407
2016-17,Volta,Oil (vegetable),Tin,1
2016-17,Volta,Oil (vegetable),Tot (25mls),0.525
2016-17,Volta,Okra,American Tin (Olonka),5.5
2016-17,Volta,Okra,Balls,0.875
2016-17,Volta,Okra,Basket,13.125
2016-17,Volta,Okra,Beer bottle,1
2016-17,Volta,Okra,Bowl,3.301994434
2016-17,Volta,Okra,Bucket,8
2016-17,Volta,Okra,Bunch,0.5
2016-17,Volta,Okra,Fanta bottle,0.1111111111
2016-17,Volta,Okra,Fingers,0.1092317501
2016-17,Volta,Okra,Heap,1.067629757
2016-17,Volta,Okra,Margarin tin,1.071212121
2016-17,Volta,Okra,Millilitre,0.09166666667
2016-17,Volta,Okra,Other unit,15
2016-17,Volta,Okra,Piece,0.8828194771
2016-17,Volta,Okra,Single,0.1568825509
2016-17,Volta,Onion,American Tin (Olonka),4
2016-17,Volta,Onion,Balls,0.5470225065
2016-17,Volta,Onion,Basket,11.70833333
2016-17,Volta,Onion,Beer bottle,1.583333333
2016-17,Volta,Onion,Bowl,7.019230769
2016-17,Volta,Onion,Bundle,1
2016-17,Volta,Onion,Heap,1.431539007
2016-17,Volta,Onion,Maxi bag,0.5
2016-17,Volta,Onion,Millilitre,0.125
2016-17,Volta,Onion,Other unit,14
2016-17,Volta,Onion,Piece,1.156161572
2016-17,Volta,Onion,Satchet,1.000335345
2016-17,Volta,Onion,Single,0.3494402899
2016-17,Volta,Onion,Tubers,1
2016-17,Volta,Orange,Balls,0.3076361903
2016-17,Volta,Orange,Bowl,2.5
2016-17,Volta,Orange,Fingers,0.2791666667
2016-17,Volta,Orange,Heap,2.143382353
2016-17,Volta,Orange,Piece,0.3832126522
2016-17,Volta,Orange,Single,0.3482318751
2016-17,Volta,Other Alcoholic Beverages,Beer bottle,5.333333333
2016-17,Volta,Other Alcoholic Beverages,Tot (25mls),0.200000003
2016-17,Volta,Other Beverages,Gram,0.02222222222
2016-17,Volta,Other Beverages,Heap,0.5
2016-17,Volta,Other Beverages,Packet,8
2016-17,Volta,Other Beverages,Piece,0.275
2016-17,Volta,Other Beverages,Satchet,1.790909091
2016-17,Volta,Other Beverages,Set,1
2016-17,Volta,Other Beverages,Single,0.5166666667
2016-17,Volta,Other Beverages,Tot (25mls),0.8
2016-17,Volta,Other Cereal,Kilogram,6.5
2016-17,Volta,Other Cereal,Margarin tin,3
2016-17,Volta,Other Cereal,Packet,3.233333333
2016-17,Volta,Other Cereal,Single,3
2016-17,Volta,Other Domestic Poultry,Single,26
2016-17,Volta,Other Fish,American Tin (Olonka),10.5
2016-17,Volta,Other Fish,Bowl,12.1875
2016-17,Volta,Other Fish,Bundle,2
2016-17,Volta,Other Fish,Heap,4.282803199
2016-17,Volta,Other Fish,Pound,10
2016-17,Volta,Other Fish,Satchet,0.9102564103
2016-17,Volta,Other Fish,Single,4.520325203
2016-17,Volta,Other Flours,American Tin (Olonka),3.5
2016-17,Volta,Other Flours,Margarin tin,1
2016-17,Volta,Other Fruits,Bowl,7
2016-17,Volta,Other Fruits,Bundle,1
2016-17,Volta,Other Fruits,Heap,1.333333333
2016-17,Volta,Other Fruits,Other unit,1
2016-17,Volta,Other Fruits,Single,1.076388889
2016-17,Volta,Other Fruits,Stick,0.75
2016-17,Volta,Other Leafy Vegetable,Bowl,5.333333333
2016-17,Volta,Other Leafy Vegetable,Bunch,2
2016-17,Volta,Other Leafy Vegetable,Bundle,6.5
2016-17,Volta,Other Leafy Vegetable,Heap,7.625
2016-17,Volta,Other Meat,Bundle,4.5
2016-17,Volta,Other Meat,Heap,15
2016-17,Volta,Other Meat,Kilogram,14
2016-17,Volta,Other Meat,Piece,33.33333333
2016-17,Volta,Other Meat,Single,25.04845679
2016-17,Volta,Other Milk Products,Packet,1
2016-17,Volta,Other Milk Products,Piece,1
2016-17,Volta,Other Milk Products,Satchet,0.9642857143
2016-17,Volta,Other Milk Products,Single,1.038888889
2016-17,Volta,Other Nut/Seed,Heap,0.5
2016-17,Volta,Other Oils,Beer bottle,9
2016-17,Volta,Other Oils,Litres,7.833333333
2016-17,Volta,Other Oils,Other unit,25
2016-17,Volta,Other Oils,Piece,1
2016-17,Volta,Other Oils,Single,3
2016-17,Volta,Other Pulses,Heap,1
2016-17,Volta,Other Spices,Balls,0.2
2016-17,Volta,Other Spices,Heap,0.925
2016-17,Volta,Other Spices,Margarin tin,9
2016-17,Volta,Other Spices,Other unit,1
2016-17,Volta,Other Spices,Piece,0.5
2016-17,Volta,Other Spices,Satchet,0.56
2016-17,Volta,Other Spices,Single,3.041666667
2016-17,Volta,Other Spices,Tin,4.5
2016-17,Volta,Other Spirits,Beer bottle,10
2016-17,Volta,Other Spirits,Litres,5
